id,created_at,anonymized_text,topic,topic_score,sentiment,sentiment_score,conversation_id,source,entities
134,2026-09-22T08:02:14+00:00,@685795 My games have been fine the last 2 days i just earned prestige 1 rank 35 and got a supply drop my 1st time so far not having the supply drop i earned and its weird its just happening now i need a response and a fix being ignored is not ok,technical issue,1,negative,1,d8d84c9e28369420445c3199528a3a58,ingest,
135,2026-09-22T08:02:15+00:00,We'd like to see how we can help with your iPhone. Please DM us the details of what you're experiencing and we'll take a look. [URL],technical issue,1,neutral,1,fa96ac1e383250900602ab6ccc06cecb,ingest,MISC:iPhone
136,2026-09-22T08:02:16+00:00,".@115888 Still isn't even an option for queue. Listen to your customers, @115888 . Shouldn't have tried to fix what wasn't broken.",complaint,1,negative,1,9486f0fb0f18dbf27eaba06b8fe17d10,ingest,
137,2026-09-22T08:02:17+00:00,We have @ChaseSupport . The Travel Center tell us our account doesn't exist...,account management,1,negative,1,61e02186cc864f82eab41692acd9d1ba,ingest,ORG:ChaseSupport; ORG:Travel Center
138,2026-09-22T08:02:18+00:00,"Hello @454115, please provide your mobile number via DM for checks and assistance. Thank you.",technical issue,1,neutral,1,466a127f86870040677c27fb8f3e8fa8,ingest,
139,2026-09-22T08:02:19+00:00,Thank you - I'm sorted!,praise and positive feedback,1,positive,1,f8aae5f51e1e4335a27ea6d6e9e8e510,ingest,
140,2026-09-22T08:02:20+00:00,Maps not working. Can you fix it?,technical issue,1,negative,1,1776dcda9c0f09451b68683b4ea8b431,ingest,MISC:Maps
141,2026-09-22T08:02:21+00:00,A final decision was given by [NAME] on [DATE]. We stand by that decision. Please refer to that email and follow up with any questions,complaint,1,neutral,1,9a726ed1178aef6b0a983ec9b09ca31f,ingest,PER:Colin
142,2026-09-22T08:02:22+00:00,This is a never ending issue,complaint,1,negative,1,e39d2318d10aab64a6ea22e5ac25f4ab,ingest,
143,2026-09-22T08:02:23+00:00,"Melde dich über folgenden Link: [URL] Dann prüfen wir, vom Amazon.de Social Media Team dein Anliegen. ^TR",complaint,1,neutral,1,356a74613f049fc2279d46c4fa5831eb,ingest,ORG:Amazon.de
144,2026-09-22T08:02:24+00:00,@291939 I kept getting the same error code over n over.. this is frustrating. The new update sucks. Wanna cancel service,technical issue,1,negative,1,84c27fb02d97eda315bd541655ad59b7,ingest,
145,2026-09-22T08:02:25+00:00,That's odd! Have you run an Internet Connection Test to see if your speeds are sufficient? What were your results?,technical issue,1,neutral,1,77dce3be70b42a420c4031feff683498,ingest,MISC:Internet Connection Test
146,2026-09-22T08:02:26+00:00,@232071 Can you please give us an update on shorting?,product question,1,neutral,1,9b5464c95f713a6ec9145be28f8a37a3,ingest,
147,2026-09-22T08:02:27+00:00,"...option is still missing, a screenshot would be very helpful, and we'll take it from there. Thanks in advance! 2/2",technical issue,1,neutral,1,ee4fff313df4d03f80937127acd307ac,ingest,
148,2026-09-22T08:02:28+00:00,Where are my Apps located in @118721 12.7? #Windows #iPhone,product question,1,neutral,1,c376420caa27e538a6d50dbefd3d8214,ingest,MISC:Windows; MISC:iPhone
149,2026-09-22T08:02:29+00:00,Hi! Thank you so much for contacting us. We'd love to help. The iPhone 6s has a cost of: $429.99. Hope this helped. ^PP.,product question,1,neutral,1,3d4102a5a757b5612a1d6cd12110157b,ingest,MISC:iPhone 6s
150,2026-09-22T08:02:30+00:00,"Hello customer care representative I have a situation. I borrowed data at [DATE],got a text that it failed but I had a deficit.",billing and payments,1,negative,1,7b1821c10adf643693971220fb6510a7,ingest,
151,2026-09-22T08:02:31+00:00,this is belated AND they refused to fix the glass on my phone &amp; sent me to a mall kiosk after 7 years of business.,complaint,1,negative,1,14bc502e8a3fd60a0e761a6faa6aac27,ingest,
152,2026-09-22T08:02:32+00:00,Bring my fucking bill down or I'm leaving,billing and payments,1,negative,1,25461b6e3420bb9241ffbc3fcb1fd10c,ingest,
153,2026-09-22T08:02:33+00:00,What happened? Pls tell me and I'll look into your concern (no acct #). Thanks. ^RP [URL],complaint,1,neutral,1,84d2f5b6421b834e17b284f44297f89c,ingest,
154,2026-09-22T08:02:34+00:00,checking,complaint,1,neutral,1,f6ebea9c4dba67d93d15a0d3d1252482,ingest,
155,2026-09-22T08:02:35+00:00,Happy to hear you were able to check in. A1-A15 is reserved for those that purchase Business Select. Fingers crossed for next time. ^SJ,product question,1,positive,1,e07660c1bd4b8557e7a3481bfae9c2af,ingest,MISC:Business Select
156,2026-09-22T08:02:36+00:00,"We're extremely sorry to hear this, [NAME]. This certainly isn't the level of service you should expect when travelling with us. ^[NAME]",complaint,1,neutral,1,c9188d36602cbceecd9143984d4f8e4c,ingest,PER:Rajaram; PER:Jamie
157,2026-09-22T08:02:37+00:00,@115830 336th day requesting any kind of response,complaint,1,negative,1,ab0f4b2ad58e75b56cea141b4fa180ee,ingest,
158,2026-09-22T08:02:38+00:00,"Your contact details are with us and we will get back to you soon. Rgds,[NAME]",complaint,1,neutral,1,2af7676a57477f3fe7cf1ce988731399,ingest,PER:Pradnya
159,2026-09-22T08:02:39+00:00,@508850 answer me plz,complaint,1,negative,1,54a79c89cc03e5269dd8e989d4c8e8a1,ingest,
160,2026-09-22T08:02:40+00:00,Policy [ID] Phone: [PHONE],account management,1,neutral,1,8d3eeea16adcf3f2d2e139af3f051ce0,ingest,
161,2026-09-22T08:02:41+00:00,[NAME]. I'd number [ID].mpesa balance is 2100,account management,1,neutral,1,33faa1589e6152d791fec16c56d5bb49,ingest,PER:Dorcas jelagat chepkirich; MISC:mpesa
162,2026-09-22T08:02:42+00:00,Spotify should be able to show you what songs were played at a  concert you go to and suggest them to you in the app.,product question,1,neutral,1,028ec46b7878448394ae19f6b3146a51,ingest,ORG:Spotify
163,2026-09-22T08:02:43+00:00,Is the drive accessible through the web interface? Has anything changed in your home network? Are you able to access the drive locally? Is it also accessible from a remote location? What type of adapter did you use to connect the drive to the computer?,technical issue,1,neutral,1,3c071b6893d7c29ad92dcfde6943e8b4,ingest,
164,2026-09-22T08:02:44+00:00,hello do you have issues with the fibre Internet connection in [LOCATION] Area??,technical issue,1,neutral,1,95b397df866fa45ef834b8793e384ca9,ingest,LOC:Muthiga Kinoo
165,2026-09-22T08:02:45+00:00,Hi [NAME]! Yes dinner will be served. *TMC,product question,1,neutral,1,c91d3f203fbec554e8b215527dee32ac,ingest,PER:Michelle
166,2026-09-22T08:02:46+00:00,Would like to report a bug for Black Ops 2 on the Xbox 360! It's something modders can do and it can ruin people's accounts!,technical issue,1,negative,1,2fe1e097b80852488ab04986b823d10d,ingest,MISC:Black Ops 2; MISC:Xbox 360
167,2026-09-22T08:02:47+00:00,"Never ever use this App! They cancel on you last minute, they don’t know where they are going, they earn a pittance and Uber pay very little tax. Nothing good.",complaint,1,negative,1,1977ab8c9f9473d8594671be4ddf9e7f,ingest,ORG:Uber
168,2026-09-22T08:02:48+00:00,Hey there! Could you DM us your Gamertag as well as a screenshot of the latest email from the Enforcement Team? ^JS,account management,1,neutral,1,9ba04fa727ba41652caaa26f04cf497e,ingest,
169,2026-09-22T08:02:49+00:00,@121548 HOW STUPID DO YOU HAVE TO BE TO WORK IN CUSTOMER SERVICE FOR @121548,complaint,1,negative,1,a1301ed9bb1afd2afc85f404cecfdbbd,ingest,
170,2026-09-22T08:02:50+00:00,Can you please DM us your Subscription ID? [URL]  ^AL,account management,1,neutral,1,382e4366a0215791a86e99ee3c6ae4f7,ingest,
171,2026-09-22T08:02:51+00:00,@115830 45th day requesting any kind of response,complaint,1,negative,1,ab0f4b2ad58e75b56cea141b4fa180ee,ingest,
172,2026-09-22T08:02:52+00:00,"[NAME], I am sending another status request to our Baggage team to see if there is an update on your file.  *HCA",delivery and shipping,1,neutral,1,2737f890376d083f97061688127d076d,ingest,PER:Trey
173,2026-09-22T08:02:53+00:00,"Hi [NAME], there's a 2.5% mark-up fee on foreign currency transactions made using your Canadian dollars BMO Mastercard. Thanks. ^MF",billing and payments,1,neutral,1,c21c3c3e021913e85e8d448e19f8215f,ingest,PER:Lizard; MISC:Canadian; MISC:BMO Mastercard
174,2026-09-22T08:02:54+00:00,❤️ it. Maybe one day you'll offer Kimpton scented candles as a mini bar offering.....😉,praise and positive feedback,1,positive,1,53ef95beb615858d519fc0ff3a9214ef,ingest,ORG:Kimpton
175,2026-09-22T08:02:55+00:00,@115830 76th day requesting any kind of response,complaint,1,negative,1,ab0f4b2ad58e75b56cea141b4fa180ee,ingest,
176,2026-09-22T08:02:56+00:00,"Hi [NAME], Can you please tell me by when I will get resolution? Is there any time line for customers get resolution?",complaint,1,negative,1,41cd9eab92092bb18ce3f20cccf123c3,ingest,PER:Pradnya
177,2026-09-22T08:02:57+00:00,"Check out [URL] for information on ride passes. If you have any questions, please let us know at [URL]",product question,1,neutral,1,617c170ddc79514421eeec25fb6907f1,ingest,
178,2026-09-22T08:02:58+00:00,Supermarkets front loading sandwiches to look fuller than they are is such a cheap trick! @Tesco [URL],complaint,1,negative,1,c536e7101e257b096c32b258fae14324,ingest,ORG:Tesco
179,2026-09-22T08:02:59+00:00,We'd suggest deleting your tweet as it contains your private info. Can you send it via DM instead? /RI [URL],account management,1,neutral,1,124d93d5ded543d758d493a09c79483c,ingest,
180,2026-09-22T08:03:00+00:00,Hi what can we do to improve the coleslaw selection in [LOCATION]?!?,product question,1,neutral,1,c9c65fe9ffec90931f6817c6c25744c0,ingest,LOC:Ripley
181,2026-09-22T08:03:01+00:00,Does anyone have an installation disk for a HP Photosmart 2600xi All-in-One printer I lost mine and I'm missing a file called AIO_scan.msi.,technical issue,1,neutral,1,3f2a5e09ec8c0c50299360b64db2d81d,ingest,ORG:HP; MISC:Photosmart 2600xi
182,2026-09-22T08:03:02+00:00,Thanks for sharing! Such a great meal selection. Tweet us if you need us.  *AJZ,praise and positive feedback,1,positive,1,440e06dcebe8f024aa5a1623ba3bfb5c,ingest,
183,2026-09-22T08:03:03+00:00,We'd like to take a closer look at this. Please share your details here: [URL] I'll get in touch with you ^HD,complaint,1,neutral,1,e7aeabfa9913aae8fd8dec8b340c1ba4,ingest,
184,2026-09-22T08:03:04+00:00,Is that second error occurring as soon as you go to the link you mentioned?  Or is it happening after you try to ... [URL] [URL],technical issue,1,neutral,1,42b6fa5b044cb93e6a2bb92a48250ed8,ingest,
185,2026-09-22T08:03:05+00:00,@SW_Help Can you confirm @sw_help?,complaint,1,neutral,1,f2be729573e01795df4e93d8655b158c,ingest,ORG:SW_Help
186,2026-09-22T08:03:06+00:00,"@282582 1/2 Hi [NAME], we test the products so that the noise emitted follows health and safety standards. It shouldn't be getting louder.",product question,1,neutral,1,19822b4e4ee072687def5dcc60c2864e,ingest,PER:Kate
187,2026-09-22T08:03:07+00:00,"Been about a month already... didn't hear anything from you. Sadly, I still keep ordering from you. Should I expect anything soon?",complaint,1,negative,1,d8985c1a1f43a6df6dde044f40949632,ingest,
188,2026-09-22T08:03:08+00:00,Still m facing issues with network not able to talk on phone.,technical issue,1,negative,1,25cfa43203b25c8cda0d524345132cf9,ingest,
189,2026-09-22T08:03:09+00:00,...to increase your limit. For more information on Mshwari loan conditions view [URL] .^SB,billing and payments,1,neutral,1,6d1d80e610f3bb5bf8726992fa9e5607,ingest,MISC:Mshwari
190,2026-09-22T08:03:10+00:00,Hi my mpesa is not able to receive or send money yet the line is registered kindly help,technical issue,1,negative,1,58b91bf2bcdf6f27d2f94f1f5698cd27,ingest,MISC:mpesa
191,2026-09-22T08:03:11+00:00,"Hi, I've let them know about the delay here and I will get back in touch as soon as I hear from them, thanks for your patience./D",complaint,1,neutral,1,cfe0939fdca0756f42b2b41d434c7c27,ingest,
192,2026-09-22T08:03:12+00:00,[URL],product question,1,neutral,1,92b61853d86f99cb3bd7e226ad2d6320,ingest,
193,2026-09-22T08:03:13+00:00,Seriously @115888... why can you not keep your app in working order?,technical issue,1,negative,1,7edfa9e389b68fcd3deb5d5500b1c96d,ingest,
194,2026-09-22T08:03:14+00:00,Our latest update from the Retail team confirm it's [DATE] ^CB,product question,1,neutral,1,6597c02616309ea1f43df860b76edf45,ingest,
195,2026-09-22T08:03:15+00:00,i already follow you! i cannot send u direct message if u do not follow me,technical issue,1,negative,1,509f331d18080a77553e8e87e16e3357,ingest,
196,2026-09-22T08:03:16+00:00,"@sainsburys Sorry about the confusion. So far £8,100 has been raised in Sainsbury's [LOCATION] with a couple more tubs to count. Such generous customers.",praise and positive feedback,1,positive,1,58f41f9a883fbd44fcd11fb780f972bb,ingest,ORG:Sainsbury; LOC:Pontypridd
197,2026-09-22T08:03:17+00:00,Your better off with AVG(it is free) or something over norton,complaint,1,negative,1,048358da4fe91980bb9a09bad0c6a10d,ingest,ORG:AVG; ORG:norton
198,2026-09-22T08:03:18+00:00,With the translator text api we can translate 2mio chars per month free. I cant find a way to see the amount of chars we have already used,product question,1,neutral,1,1ad1ff1c89902f412e8a67976721189d,ingest,MISC:translator text api
199,2026-09-22T08:03:19+00:00,"We are sorry for the inconvenience caused to you. We have your contact details. We will get back to you shortly. Regards,[NAME] [URL]",complaint,1,neutral,1,ad255143e93a8524ec53b26998506f73,ingest,PER:Pradnya
200,2026-09-22T08:03:20+00:00,"Thanks, we'll check and get back to you at the earliest. ^PS",complaint,1,neutral,1,9a253bfa55022bc2422f51da0281d375,ingest,
