conversation_id,speaker,text,company
40c42692fcaf8eb8802115e65613638d,customer,"You search in your records , why do u want me to narrate ? I have narrated in other reply to @118343 , read there , I have kept you there",idea_cares
40c42692fcaf8eb8802115e65613638d,customer,"Will once ask @idea_cares once whether , without pro rata extra charge Un 175 possible with un calling , free roaming &amp; 1GB 4G /day coz de giving to prepaid now, what u say?if u commit Un175 postpaid with abv parameters send exec in Wai 9370691812, bt 1 chnc",idea_cares
40c42692fcaf8eb8802115e65613638d,customer,"Earlier two months ago I wanted to port to you but @idea_cares retention officer convinced me my pro rata tariff change between billing cycle extra charge will be waved but they didn't  coz strange rule arbitrary: 3,months only one waver,,my un350 pln nw,",idea_cares
40c42692fcaf8eb8802115e65613638d,customer,"I will not visit store , I'm busy in college univ exams, earlier ur exec was supposed to collect docs,now send again bt let once @idea_cares decline 1. earlier extra charge refund 2. Un 175, with same as current Un 350 and most imp will u give Un 175, or less",idea_cares
40c42692fcaf8eb8802115e65613638d,customer,"@118343 @idea_cares Yes sir, you are right here..",idea_cares
40c42692fcaf8eb8802115e65613638d,agent,"We are sorry for the inconvenience caused to you. We have your contact details. We will get back to you shortly. Regards, Neha L",idea_cares
40c42692fcaf8eb8802115e65613638d,customer,"Better you investigate , customise Un 175, plan with same benefits as current plan , refund last month ago wrong pro rata charge , adjust in this month &amp; then generate bill else if @118343 offer properly, give incentives will immediately port to them",idea_cares
40c42692fcaf8eb8802115e65613638d,customer,"I don't know which ID refers to denial of waiver on AC of 3 months condition but one of these also refers to 10 GB data which was promised and denied to me , your manner of handling com ID is so much complicated , can't find out which refers to what",idea_cares
40c42692fcaf8eb8802115e65613638d,customer,SR# C1-96086576189 Closed: Service Request Update - Idea,idea_cares
40c42692fcaf8eb8802115e65613638d,customer,Comm Id# C1-98283395844 Closed: Service Request Update - Idea,idea_cares
40c42692fcaf8eb8802115e65613638d,customer,Comm Id# C1-98355888922 Closed: Service Request Update - Idea,idea_cares
40c42692fcaf8eb8802115e65613638d,customer,Comm Id# C1-98373707175 Closed: Service Request Update - Idea,idea_cares
40c42692fcaf8eb8802115e65613638d,customer,Comm Id# C1-100299877277 Closed: Service Request Update - Idea,idea_cares
40c42692fcaf8eb8802115e65613638d,agent,"As per our telecon, we have noted your concern and our team is working on it. Please give us some time to get back to you. Regards, Heetali",idea_cares
40c42692fcaf8eb8802115e65613638d,customer,OK Ms Heetali ... I hope so,idea_cares
40c42692fcaf8eb8802115e65613638d,customer,"You called again at 6.54 , I was driving , please call now",idea_cares
40c42692fcaf8eb8802115e65613638d,agent,"We have forwarded your concern to higher authority and our team will connect with you and update you. Rgds,Sneha.",idea_cares
40c42692fcaf8eb8802115e65613638d,customer,"Comm Id# C1-102739960429 Closed: Service Request Update - Idea , one does not get idea which Comm ID for which issue , while nothing is done in my case how do you send closure of requests ... tragic",idea_cares
40c42692fcaf8eb8802115e65613638d,customer,"Comm Id# C1-102741053182 Closed: Service Request Update - Idea, nothing has happened then how can you close ?",idea_cares
40c42692fcaf8eb8802115e65613638d,customer,Please let me know why Ms Heetali called at 6.54 ?,idea_cares
40c42692fcaf8eb8802115e65613638d,agent,"We have already forwarded your concern to higher authority and our team will connect with you and update you. Kindly bare with us. Rgds,Sneha.",idea_cares
ba3e1da372854105d3f3f0201005c2d7,customer,hello hi i'd like to ask why the nxworries album 'yes lawd' is not on spotify anymore,SpotifyCares
ba3e1da372854105d3f3f0201005c2d7,agent,Hey Aryana! Can you let us know which country your account is set to? We'll have this checked for you /DD,SpotifyCares
ba3e1da372854105d3f3f0201005c2d7,customer,canada,SpotifyCares
ba3e1da372854105d3f3f0201005c2d7,agent,"Thanks! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/YlV1IAXwsi /MG",SpotifyCares
ba3e1da372854105d3f3f0201005c2d7,customer,hello hi.... may i ask why “yes lawd!” was once again removed from spotify 😭,SpotifyCares
ba3e1da372854105d3f3f0201005c2d7,agent,Hey Aryana! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon. We have more info here: https://t.co/1dgftcX4qK /LO,SpotifyCares
327a09b4faf43a25b188a38d5394f066,customer,"Have been loyal on-time customer for 6 years with @116827, made call in Dec re: payment, was given wrong info, now they won't admit it",Ask_WellsFargo
327a09b4faf43a25b188a38d5394f066,agent,"Good afternoon, Rachael.  I'd like to help in any way I can.  Was your payment concern resolved? ^NR",Ask_WellsFargo
327a09b4faf43a25b188a38d5394f066,customer,"It was resolved in that WF took no responsibility for their mistake, and I am shopping for another bank.",Ask_WellsFargo
327a09b4faf43a25b188a38d5394f066,agent,"I can look into this further and try to help. Pls DM us more details w/ your name, address, &amp; phone # (no acct #). ^HE",Ask_WellsFargo
543d1215b29c4ecf44a817fbe79ad647,customer,how many bonga points do I need to purchase Lenovo A1000 3G,Safaricom_Care
543d1215b29c4ecf44a817fbe79ad647,agent,"Hi, you can get the Lenovo A1000 (3G) with 100Mbs at Ksh 5,199/=. Visit https://t.co/qf8OywF0Mh for more information (Cont)",Safaricom_Care
543d1215b29c4ecf44a817fbe79ad647,customer,do you have any offers on tecno phantom 8,Safaricom_Care
543d1215b29c4ecf44a817fbe79ad647,agent,"Hi, we currently don't have that phone in stock. Check https://t.co/UXnTeddxlc for our latest stock.^TK",Safaricom_Care
f74e91f18a3ed0de664d15366bf9d2e6,customer,"people blindly trust you with their money, how you get away with scamming people's money is amazing.",AskPayPal
f74e91f18a3ed0de664d15366bf9d2e6,agent,"Hello Christina, sorry to hear about this negative experiences and our apologies for the delay. ... https://t.co/Nn5X7t6uv4",AskPayPal
f74e91f18a3ed0de664d15366bf9d2e6,customer,If paypal was sorry my money would be found.,AskPayPal
f74e91f18a3ed0de664d15366bf9d2e6,agent,"Hi there Christina, we're very sorry you're having this hassle, but if you could please send us ... https://t.co/Nn5X7t6uv4",AskPayPal
f74e91f18a3ed0de664d15366bf9d2e6,agent,Just checking in! If you still need assistance please send us a DM. ^DC,AskPayPal
f74e91f18a3ed0de664d15366bf9d2e6,customer,Thanks but this was taken care of months ago.,AskPayPal
f74e91f18a3ed0de664d15366bf9d2e6,customer,Solved thanks,AskPayPal
1657e36705b0fd364066ff02e24d1953,customer,joined @Delta as chief captain,Delta
1657e36705b0fd364066ff02e24d1953,agent,"Hi, Colt. We would love to have you join the team! 😉 *SL",Delta
1657e36705b0fd364066ff02e24d1953,customer,see you at terminal,Delta
1657e36705b0fd364066ff02e24d1953,agent,😉 *SL,Delta
1657e36705b0fd364066ff02e24d1953,customer,@152722 @9138 no c4s?,Delta
b6fc2e9dd8998d6b2eaa09cd5f431f7e,customer,"T-Mobile’s new plan is just as awesome as that all-inclusive resort you stayed at, so join me, T-Mobile’s CEO!",TMobileHelp
b6fc2e9dd8998d6b2eaa09cd5f431f7e,customer,ALSO COTUMER SERVICE IS DONE OVERSEAS WITH SLAVE LABOR SPECIALLY FROM PHILLIPINES AND INDIA😂😂😂😂,TMobileHelp
b6fc2e9dd8998d6b2eaa09cd5f431f7e,customer,@115913 can my family get this new plan? We are on #ProjectFi but it doesn't work with #iPhones unfortunately How much is this new plan?,TMobileHelp
b6fc2e9dd8998d6b2eaa09cd5f431f7e,customer,WHY YOU AND THE REST OF THE CELLULAR PHONE COMPANIES DONT PAY BACK THE MONEY YOU STOLE FROM CUSTOMERS MISLEADING THEM THAT THEY HAVE GOOD S.,TMobileHelp
b6fc2e9dd8998d6b2eaa09cd5f431f7e,agent,"@115913 We'll get you fully taken care of right here, Reinaldo. DM me and we'll dig in https://t.co/Nr93OTtXRx *TaylorBest",TMobileHelp
b6fc2e9dd8998d6b2eaa09cd5f431f7e,agent,"@115913 We'd love to have you guys on #TeamMagenta, check out this incredible plan here: https://t.co/RaKojihfeq *TaylorBest",TMobileHelp
b6fc2e9dd8998d6b2eaa09cd5f431f7e,agent,"@115913 It's our priority to ensure we find a solution, DM me and we'll get started https://t.co/Nr93OTtXRx *TaylorBest",TMobileHelp
b6fc2e9dd8998d6b2eaa09cd5f431f7e,customer,@115913 Thank you so much!!! Thanks for your instant reply! Much appreciated!,TMobileHelp
b6fc2e9dd8998d6b2eaa09cd5f431f7e,customer,@115913 HOW ABOUT MOVING THE CAT OUT OF THE WINDOW,TMobileHelp
b6fc2e9dd8998d6b2eaa09cd5f431f7e,agent,"@115913 You got it, Patrick. If you need assistance switching don't hesitate to DM, we're here 24/7 https://t.co/Nr93OTtXRx *TaylorBest",TMobileHelp
b6fc2e9dd8998d6b2eaa09cd5f431f7e,customer,@115913 Will hit you up on DM when we get to our switch to #TeamMagenta &lt;3 #TMobile,TMobileHelp
9ef2e1e40ed9678faf779f3d8fa1ca4f,customer,"Learn how to get 💰 back for your unused data from me, T-Mobile’s CEO, so you can do more ✈️️ 🌴  ☀️️",TMobileHelp
9ef2e1e40ed9678faf779f3d8fa1ca4f,customer,How ?,TMobileHelp
9ef2e1e40ed9678faf779f3d8fa1ca4f,customer,If you're really CEO can you get me a free phone after 14 YEARS of loyalty? I'm tired of getting reminded how dumb I am when I call CS.,TMobileHelp
9ef2e1e40ed9678faf779f3d8fa1ca4f,customer,You guys ruined my credit.  I was talked into switching 5 lines over and when the phones arrived I changed my mind and sent everything back.  I evam callrd n confirmed worth a rep and then a month later you gfuys said you didn’t receive all of it and want to collect $,TMobileHelp
9ef2e1e40ed9678faf779f3d8fa1ca4f,agent,@115913 With a sweet program called Kickback: https://t.co/6DVE0ktTxc DM us and we'll see if it's compatible with your plan. *DanKing,TMobileHelp
9ef2e1e40ed9678faf779f3d8fa1ca4f,agent,@115913 14 years is definitely wonderful to see. I'd be happy to review device options with you. DM me. https://t.co/EdLkYIfmTn *MariahDaigle,TMobileHelp
9ef2e1e40ed9678faf779f3d8fa1ca4f,agent,@115913 I'd love to investigate this for you. Shoot a DM my way? https://t.co/c6ROkAqiws *HollyAdams,TMobileHelp
9ef2e1e40ed9678faf779f3d8fa1ca4f,customer,"@115913 Been there, done that. It goes nowhere.",TMobileHelp
9ef2e1e40ed9678faf779f3d8fa1ca4f,customer,@TMobileHelp @115913 I have been to already new 📱 🔢,TMobileHelp
06e01ca813ba4fafff3908755f5e1f09,customer,"Pls  I want d music Apps removd frm my line. I  neva subscribed 4 it, it is dsgustin 4 the unnecessary deduction of my call credit",GloCare
06e01ca813ba4fafff3908755f5e1f09,agent,"if it is the caller tune service, kindly sms DEREG to 7728 to deactivate ~ OO",GloCare
06e01ca813ba4fafff3908755f5e1f09,customer,I'm sorry. It's Glo Gamestore App subscription. I didn't subscribe for it.,GloCare
06e01ca813ba4fafff3908755f5e1f09,agent,kindly provide your number so we assess it ~ OO,GloCare
06e01ca813ba4fafff3908755f5e1f09,customer,08079668500. Thanks,GloCare
06e01ca813ba4fafff3908755f5e1f09,agent,Kindly text STOP to 6611. FA,GloCare
06e01ca813ba4fafff3908755f5e1f09,customer,I wish to why I was deactivated from using the *200# package. I never knew when I stopped from using it,GloCare
06e01ca813ba4fafff3908755f5e1f09,agent,Kindly provide your phone number for checks Thank you for your patience. UO.,GloCare
06e01ca813ba4fafff3908755f5e1f09,customer,08079668500,GloCare
06e01ca813ba4fafff3908755f5e1f09,agent,Checks on your line shows that you are still on the 200% recharge. Thank you. MZ,GloCare
06e01ca813ba4fafff3908755f5e1f09,customer,The said line is 08079668500,GloCare
06e01ca813ba4fafff3908755f5e1f09,agent,"Hello, Checks on your line shows that you got 3.2Gb. MZ",GloCare
06e01ca813ba4fafff3908755f5e1f09,customer,"Pls, I want Glo Gamestore deactivated /removed from my line 08079668500. My account balance is been arbitrarily deducted.",GloCare
06e01ca813ba4fafff3908755f5e1f09,agent,"Hello Lateef, please text Send STOPimage or UNSUBimage to 6611 to deactivate the service. Thank you. SO",GloCare
06e01ca813ba4fafff3908755f5e1f09,customer,", We have not been able to access the internet cos of the poor network from your end. Thanks",GloCare
06e01ca813ba4fafff3908755f5e1f09,customer,",do we really deserve this unnecessary and harsh treatment from you?  The network here in Ijebu Ode, Ogun State is not forthcoming",GloCare
06e01ca813ba4fafff3908755f5e1f09,agent,"We apologize,we are aware of the issue and it's being worked on. Kindly exercise patience, it will be resolved soon . AP",GloCare
a85004c0f8f3053862427b66f3f0ca28,customer,emmm DM (1). Still waiting on this https://t.co/IZqxVkeEu8,Safaricom_Care
a85004c0f8f3053862427b66f3f0ca28,agent,This you will need to contact the pay bill partner for assistance ^MT,Safaricom_Care
a85004c0f8f3053862427b66f3f0ca28,customer,"hey, I am not getting some mpesa messages.",Safaricom_Care
a85004c0f8f3053862427b66f3f0ca28,agent,"Hi, DM us your number. Add your name and ID number.^TK",Safaricom_Care
a85004c0f8f3053862427b66f3f0ca28,customer,DM (1),Safaricom_Care
a85004c0f8f3053862427b66f3f0ca28,agent,On it. ^LN,Safaricom_Care
a85004c0f8f3053862427b66f3f0ca28,agent,We shall respond in a moment. ^IZ,Safaricom_Care
3326b4e4c9c9d179b03935791d5953b9,customer,Chicken shouldn't need a DNA test to prove it's chicken. https://t.co/9rCRF951S8,askpanera
3326b4e4c9c9d179b03935791d5953b9,customer,"But there is None on the sandwich.  I ordered to bowls of soup; two half sandwichs, two beverages for $30 and chicken salad - 0",askpanera
3326b4e4c9c9d179b03935791d5953b9,customer,Mind sending us a DM with your bakery-cafe info? We're happy to help!,askpanera
3326b4e4c9c9d179b03935791d5953b9,customer,I sent a detailed message on the Panera Bread site and it went unanswered.  Location - Encino.,askpanera
3326b4e4c9c9d179b03935791d5953b9,customer,"Sorry to hear that, Rhonda! Mind sending us a DM so we can chat? We're happy to look into this with the team for help.",askpanera
3326b4e4c9c9d179b03935791d5953b9,customer,Your salads both tuna and chicken salad were literally a teaspoon each because the moron said he was out of both so he scraped the bowl. We should have been charged for food just bread and drinks.  A teaspoon of old dried out left in bowl crap.  Waiting for refund for 9 months.,askpanera
3326b4e4c9c9d179b03935791d5953b9,agent,Hi Rhonda - We're sorry about the wait. Let's chat more here :: https://t.co/gaHEULV2QW,askpanera
04d60446abae4568ec005935aa226438,customer,Follow if you agree: Our nation needs a spiritual healing.,TMobileHelp
04d60446abae4568ec005935aa226438,customer,#HR4HR #Tmobiletuesdays .@TMobileHelp .@115911 https://t.co/VLYOGceRCg,TMobileHelp
04d60446abae4568ec005935aa226438,agent,Hey Peter!! I love this guy!! He is a great actor!! Thanks for reaching out!! *CamiCutsforth,TMobileHelp
04d60446abae4568ec005935aa226438,customer,#*Camicutsforth https://t.co/J0DFPTuDU4,TMobileHelp
04d60446abae4568ec005935aa226438,agent,Am I super hero now?! :D:D *CamiCutsforth,TMobileHelp
364150aeb0b4fc4eaf4b6ab2b9f665f3,customer,my Amazon affiliate got closed without any fault of mine..,AmazonHelp
364150aeb0b4fc4eaf4b6ab2b9f665f3,customer,Ya My amazon.in affiliate account got blocked i have told them they said u have violated the terms but i havent violated any terms,AmazonHelp
364150aeb0b4fc4eaf4b6ab2b9f665f3,agent,"I'm sorry about your account status, a correspondence will be sent to your registered email account with reasons, request you to check &amp; reply. ^MJ",AmazonHelp
cb7cb5734566d0864099d44552e140cd,customer,Could you share the customer care no,airtel_care
cb7cb5734566d0864099d44552e140cd,agent,Hello @182117 please dial 111 to speak with a customer care representative. You can also provide your mobile number via DM to reach you.,airtel_care
cb7cb5734566d0864099d44552e140cd,customer,This is my alternate contact no 7502637303,airtel_care
cb7cb5734566d0864099d44552e140cd,agent,"Hello @182117, apologies. Please tweet @117128 for assistance as this handle represents Airtel Nigeria. Thank you. ^ANopo",airtel_care
33783ea35fe4fadbecfac9d5b6a15664,customer,hello am having a problem with my laptop mini110-3730NR hangs when playing vice city and nfs underground help,HPSupport
33783ea35fe4fadbecfac9d5b6a15664,agent,"Hi there, thanks for reaching out. I'd like to help :) What is the operating system version? 1/2",HPSupport
33783ea35fe4fadbecfac9d5b6a15664,agent,Please click to send us a private message: https://t.co/a2xkfCJw4B ^Roopa 2/2,HPSupport
33783ea35fe4fadbecfac9d5b6a15664,agent,"Hey Kennedy, we would like to hear back from you. Let us know if we can help. Have a great day! Thanks! ^Anoop",HPSupport
33783ea35fe4fadbecfac9d5b6a15664,customer,i removed my windows OS on my mini hp accidentally how can i recover it..?,HPSupport
61b48f3c8fd3150ad83b7f113194d373,customer,"This Fraud Prevention Month, learn to defeat phishing scams like a true cyber-warrior! Watch to learn more #FPM2017 https://t.co/zm860Ciz02",AskRBC
61b48f3c8fd3150ad83b7f113194d373,customer,"Just recvv'd phishing txt from ""525542619554"": ""Your RBConline has been suspended for safety. Please login to reactivate your acout. https://t.co/D6dy6ijv78 (Case#505)",AskRBC
61b48f3c8fd3150ad83b7f113194d373,agent,"Thx for letting us know. If you still have the message, please forward it by email to __email__ ^S",AskRBC
b4dee985358fec9165186c7dfe583c45,customer,Cool. Spotify killed the internal message feature. Lazy developers. https://t.co/BozTzgUCaW,SpotifyCares
b4dee985358fec9165186c7dfe583c45,customer,(1/2) Spotify sucks for killing the internal messaging feature. https://t.co/kvJcXqhoz1,SpotifyCares
b4dee985358fec9165186c7dfe583c45,customer,annoyed by spotify’s tendency to kill its few great features 😂 https://t.co/yD3pYcuvLv,SpotifyCares
b4dee985358fec9165186c7dfe583c45,customer,cont. wishing I could send songs w/in Spotify https://t.co/VdF9FgmTzE,SpotifyCares
b4dee985358fec9165186c7dfe583c45,agent,"We're afraid we don't have any more info to share on this right now. Not to worry, we'll be sure to pass your feedback to the right folks /LP",SpotifyCares
5ce0c9bdd2e58baafeac3c3a90d798f5,customer,"please see my previous tweet, your help would be greatly appreciated",HotelTonightCX
5ce0c9bdd2e58baafeac3c3a90d798f5,agent,Thanks for reaching out Shad! Send a note to __email__ and we’ll look into it!,HotelTonightCX
5ce0c9bdd2e58baafeac3c3a90d798f5,customer,Let me guess probably no resolve huh ?,HotelTonightCX
5ce0c9bdd2e58baafeac3c3a90d798f5,agent,"We'll certainly give it our best shot! We haven't received a DM yet, did you send an email?",HotelTonightCX
5ce0c9bdd2e58baafeac3c3a90d798f5,customer,My conclusion is either your customer service lied or you have less pull that a direct consumer with hotels either way if you could not do anything before check in time 10 min after booking you certainly can’t do a thing 4 hours after check in see my point ?,HotelTonightCX
5ce0c9bdd2e58baafeac3c3a90d798f5,customer,I️ called moments later pretending to have a room and they said no problem no charge to change to next day but the booker needed to call so I️ think you guys had your chance,HotelTonightCX
5ce0c9bdd2e58baafeac3c3a90d798f5,customer,I’m sure but your co called the hotel 10 min after and the hotel said no it would mess up there quota,HotelTonightCX
22d02be669c7ad47bb36fcf3755620a5,customer,I withdrew money from my lock saving account yesterday yet i have not receive it...wats the problem.0791003591 id 33443956,Safaricom_Care
22d02be669c7ad47bb36fcf3755620a5,agent,...availed into your Mshwari account after 48 hrs from the time you initiated the withdrawal.^LA,Safaricom_Care
22d02be669c7ad47bb36fcf3755620a5,customer,i have not used my 0703936380 for quite sometime. though i have  pin am not sure if its the realone. kindly confirm if its 1208.before i head to the nearest urgent to do the sim replacement. safaricom shop is quite far from were i am kindly respond,Safaricom_Care
22d02be669c7ad47bb36fcf3755620a5,agent,"We don't store PIN anywhere sadly, please visit our Safaricom shop or buy a replacement card and contact us. ^IG",Safaricom_Care
e5ffe02e72e695c8f32ca93e24e97f77,agent,"Hi, you will receive 48 hours later. ^KW",Safaricom_Care
e5ffe02e72e695c8f32ca93e24e97f77,customer,"hi,i withdrew cash on thursday night from lock savings but im yet to receive it. please sort me out. my phone number 0705122886",Safaricom_Care
e5ffe02e72e695c8f32ca93e24e97f77,agent,Hey Josephat. We have assisted on call. ^IW,Safaricom_Care
1977ab8c9f9473d8594671be4ddf9e7f,customer,Uber is your ride to anywhere. Get the app and get around easier.  https://t.co/iaXuXGUMuH,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Uber double charged me in one ride triple charged in ride home. Never fixed it. Never use Uber again,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,they don't tell you about the surge cost though I paid £18.67 to travel 3 miles !! #ripoff,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Violating people's trust ... ripped a 16yr old off and tried to double her journey. Shocking customer service.,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,"If u want it daughter molested, this is the perfect ride home. So many drivers convicted or sexual inappropriate behaviour, and uber is silent",Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,2. Pick ups cancelled by driver after 5 minutes should also be punished (like you do when the customer cancels it),Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Does your App still have the ability to see peoples’ screens who have your App on their phones even when the App isn’t active?,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Last time I used uber the driver threatened to knife another driver whilst having an argument through the windows of their cars!,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Why can't I delete my card from my account?,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,"Fuck uber, it is more expensive than taxi, they tell us, that price will be doubbled 5 mins before arrival....FUCK UBER GOLDEN TAXI",Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,They charged me £4 although I cancelled the order. I ll never try it again,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Used uber once and never again. After getting in the car the driver just handed me the Sat nav to put my destination in so I just gave it him back and called another taxi company,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Can I order from Exhibition Road please,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,"Get lost, you are an unlicensed, unsafe scummy cab firm take your business elsewhere.",Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,"Terrible service, was 15 minutes late for my date last night. Driver pulled over to take a shit in the hedge 😑",Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,The company who double and even triple fares at a time of tragedy. Our company took people home free after the Manchester attack !!,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,And get touched up by creepy drivers as well!,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Will not use Uber again after being charged a cancellation fee because a lazy driver couldn't find a well known carvery. Why?,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Properly check your driver's and I might think about it . Bunch of cowboys.,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Can you guarantee I won't get fiddled by a driver?,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Worst taxi service in the world #scum,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Go away Uber. I will never use you. Stop popping up on my phone!,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Dodgy drivers few checks on foreigners.Avoid to stay safe,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Be interesting to know how many or what percentage of your drivers earn less than the minimum wage in London. Would you mind telling us?,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,How about your drivers in London don’t cancel on you after 15 minutes of being ‘on the way’ then charge you anyway. Happened several times.,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Why don't Uber have cash payment option? It's ridiculous when you can't book a cab because you don't want to register other payment options,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Can I get a taxi from kings cross?,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Not in London because ALL your drivers are cruising around waiting for work!,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,"Booked an @115873 the guy didn’t turn up, said ‘he couldn’t find me’ then charged me double the fair ✌🏼",Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,True story me my mum and my bro were going home from a party and called an uber he got location wrong and too 30 min to find us at time my mum had broken leg he said why you say different location and I will not accept handicapped woman. Ever since I hate Uber,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Lots of parking spaces but the non English speaking uber driver stops blocking the road hazards flashing. Cunts,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,As to whether you reach your destination safely is another matter,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,"Shit service called uber to help me move my bags drivers said he can,t got in his car and drive off ..called another service and got results ..stupessss never again 😠😠😠",Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,"Never ever use this App! They cancel on you last minute, they don’t know where they are going, they earn a pittance and Uber pay very little tax. Nothing good.",Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Some drivers still refusing guide dogs. TELL THEM ABOUT DISABILITY DISCRIMINATION ACT.,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,None of your drivers are from within 30 miles of me they can only blindly follow your app route,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,have you cars that have wheelchair access.,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Crap service,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,"Yep, I'm going to ride in an unlicensed vehicle driven by an unlicenced driver. I SHOULD COCO.",Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Oh and as all have smart phones.  Why don't you make it a policy all rides are recorded? Ummmm.  Let's think ? Hu r ur drivers ????,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Rape app,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Son called uber to get me to barts hospital urgently we was dropped 5 miles from hospital had to get black cab too late brother had died,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,Fuck your surge charges,Uber_Support
1977ab8c9f9473d8594671be4ddf9e7f,customer,"Dirty thieving bastards, your drivers in Newcastle think they’re Hackney cabs... they’ve no idea where they’re going and are robbing people blind",Uber_Support
a41fbe71e44fcee690d688e9d013ad75,customer,Hello @115798  Why is the credit card processing fee $16 for a ticket purchase ?,AirAsiaSupport
a41fbe71e44fcee690d688e9d013ad75,agent,"Hi Zubin, kindly Click on https://t.co/N6lX3JrFpX for the fee schedule. Thank you =) Yana",AirAsiaSupport
a41fbe71e44fcee690d688e9d013ad75,customer,I need help .. Will flight Qz511 fly tomorrow from kl to DPS at 8:20am,AirAsiaSupport
a41fbe71e44fcee690d688e9d013ad75,agent,Hi There :) Can we have the booking number for us to check further? :) See you!- Anwar,AirAsiaSupport
2097230dfb0b12e3b3831bbdb8c65028,customer,URGENT: Please help with the following problem: Tried restoring licenses and can't deactivate my PS4... https://t.co/0mUEMGdlOq,AskPlayStation
2097230dfb0b12e3b3831bbdb8c65028,customer,Please help. Persisting problem (NP-41772-1) Tried restoring licenses and can't deactivate my PS4...,AskPlayStation
2097230dfb0b12e3b3831bbdb8c65028,customer,@AskPlayStation Me to please help,AskPlayStation
2097230dfb0b12e3b3831bbdb8c65028,agent,Are you getting any error codes or messages when you try to active the console as primary?,AskPlayStation
2097230dfb0b12e3b3831bbdb8c65028,agent,Sorry to know that. Follow the steps in the next link to deactivate all other consoles via PC: https://t.co/BZwY1dGjre try again,AskPlayStation
2097230dfb0b12e3b3831bbdb8c65028,customer,"@533373 please help I can't set my account as a primary I don't know why when I try to activate it it says NP-41772-1 error code, please help 💔",AskPlayStation
2097230dfb0b12e3b3831bbdb8c65028,customer,I tried but it keep saying same evrey week I am trying but same please help https://t.co/extLyRgytR,AskPlayStation
2097230dfb0b12e3b3831bbdb8c65028,customer,Reminder 2 ☺️,AskPlayStation
2097230dfb0b12e3b3831bbdb8c65028,customer,Reminder  ☺️,AskPlayStation
dbd5777d3553ce1a8358707284fa0c5b,customer,@124441 Hi.  I paid you hours ago.  Can I please have the service that I paid you for?  Is that asking too much?,VMUcare
dbd5777d3553ce1a8358707284fa0c5b,customer,Hi there! I'm tagging @VMUcare so they're aware of your tweet. VA,VMUcare
dbd5777d3553ce1a8358707284fa0c5b,customer,"@VMUcare Two years and the mobile app is STILL broken.  Its a simple thing to fix. I know, that is my profession",VMUcare
