set,row_id,text,gold_topic,gold_sentiment,gold_entities,conversation_id
reference_set1,135,We'd like to see how we can help with your iPhone. Please DM us the details of what you're experiencing and we'll take a look. [URL],technical issue,neutral,"[{""type"": ""MISC"", ""text"": ""iPhone""}]",fa96ac1e383250900602ab6ccc06cecb
reference_set1,136,".@115888 Still isn't even an option for queue. Listen to your customers, @115888 . Shouldn't have tried to fix what wasn't broken.",complaint,negative,[],9486f0fb0f18dbf27eaba06b8fe17d10
reference_set1,137,We have @ChaseSupport . The Travel Center tell us our account doesn't exist...,account management,negative,"[{""type"": ""ORG"", ""text"": ""ChaseSupport""}, {""type"": ""ORG"", ""text"": ""Travel Center""}]",61e02186cc864f82eab41692acd9d1ba
reference_set1,138,"Hello @454115, please provide your mobile number via DM for checks and assistance. Thank you.",technical issue,neutral,[],466a127f86870040677c27fb8f3e8fa8
reference_set1,139,Thank you - I'm sorted!,praise and positive feedback,positive,[],f8aae5f51e1e4335a27ea6d6e9e8e510
reference_set1,140,Maps not working. Can you fix it?,technical issue,negative,"[{""type"": ""MISC"", ""text"": ""Maps""}]",1776dcda9c0f09451b68683b4ea8b431
reference_set1,141,A final decision was given by [NAME] on [DATE]. We stand by that decision. Please refer to that email and follow up with any questions,complaint,neutral,"[{""type"": ""PER"", ""text"": ""Colin""}]",9a726ed1178aef6b0a983ec9b09ca31f
reference_set1,142,This is a never ending issue,complaint,negative,[],e39d2318d10aab64a6ea22e5ac25f4ab
reference_set1,143,"Melde dich über folgenden Link: [URL] Dann prüfen wir, vom Amazon.de Social Media Team dein Anliegen. ^TR",complaint,neutral,"[{""type"": ""ORG"", ""text"": ""Amazon.de""}]",356a74613f049fc2279d46c4fa5831eb
reference_set1,144,@291939 I kept getting the same error code over n over.. this is frustrating. The new update sucks. Wanna cancel service,technical issue,negative,[],84c27fb02d97eda315bd541655ad59b7
reference_set1,145,That's odd! Have you run an Internet Connection Test to see if your speeds are sufficient? What were your results?,technical issue,neutral,"[{""type"": ""MISC"", ""text"": ""Internet Connection Test""}]",77dce3be70b42a420c4031feff683498
reference_set1,146,@232071 Can you please give us an update on shorting?,product question,neutral,[],9b5464c95f713a6ec9145be28f8a37a3
reference_set1,147,"...option is still missing, a screenshot would be very helpful, and we'll take it from there. Thanks in advance! 2/2",technical issue,neutral,[],ee4fff313df4d03f80937127acd307ac
reference_set1,148,Where are my Apps located in @118721 12.7? #Windows #iPhone,product question,neutral,"[{""type"": ""MISC"", ""text"": ""Windows""}, {""type"": ""MISC"", ""text"": ""iPhone""}]",c376420caa27e538a6d50dbefd3d8214
reference_set1,149,Hi! Thank you so much for contacting us. We'd love to help. The iPhone 6s has a cost of: $429.99. Hope this helped. ^PP.,product question,neutral,"[{""type"": ""MISC"", ""text"": ""iPhone 6s""}]",3d4102a5a757b5612a1d6cd12110157b
reference_set1,150,"Hello customer care representative I have a situation. I borrowed data at [DATE],got a text that it failed but I had a deficit.",billing and payments,negative,[],7b1821c10adf643693971220fb6510a7
reference_set1,151,this is belated AND they refused to fix the glass on my phone &amp; sent me to a mall kiosk after 7 years of business.,complaint,negative,[],14bc502e8a3fd60a0e761a6faa6aac27
reference_set1,152,Bring my fucking bill down or I'm leaving,billing and payments,negative,[],25461b6e3420bb9241ffbc3fcb1fd10c
reference_set1,153,What happened? Pls tell me and I'll look into your concern (no acct #). Thanks. ^RP [URL],complaint,neutral,[],84d2f5b6421b834e17b284f44297f89c
reference_set1,154,checking,complaint,neutral,[],f6ebea9c4dba67d93d15a0d3d1252482
reference_set1,155,Happy to hear you were able to check in. A1-A15 is reserved for those that purchase Business Select. Fingers crossed for next time. ^SJ,product question,positive,"[{""type"": ""MISC"", ""text"": ""Business Select""}]",e07660c1bd4b8557e7a3481bfae9c2af
reference_set1,156,"We're extremely sorry to hear this, [NAME]. This certainly isn't the level of service you should expect when travelling with us. ^[NAME]",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Rajaram""}, {""type"": ""PER"", ""text"": ""Jamie""}]",c9188d36602cbceecd9143984d4f8e4c
reference_set1,157,@115830 336th day requesting any kind of response,complaint,negative,[],ab0f4b2ad58e75b56cea141b4fa180ee
reference_set1,158,"Your contact details are with us and we will get back to you soon. Rgds,[NAME]",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Pradnya""}]",2af7676a57477f3fe7cf1ce988731399
reference_set1,159,@508850 answer me plz,complaint,negative,[],54a79c89cc03e5269dd8e989d4c8e8a1
reference_set1,160,Policy [ID] Phone: [PHONE],account management,neutral,[],8d3eeea16adcf3f2d2e139af3f051ce0
reference_set1,161,[NAME]. I'd number [ID].mpesa balance is 2100,account management,neutral,"[{""type"": ""PER"", ""text"": ""Dorcas jelagat chepkirich""}, {""type"": ""MISC"", ""text"": ""mpesa""}]",33faa1589e6152d791fec16c56d5bb49
reference_set1,162,Spotify should be able to show you what songs were played at a  concert you go to and suggest them to you in the app.,product question,neutral,"[{""type"": ""ORG"", ""text"": ""Spotify""}]",028ec46b7878448394ae19f6b3146a51
reference_set1,163,Is the drive accessible through the web interface? Has anything changed in your home network? Are you able to access the drive locally? Is it also accessible from a remote location? What type of adapter did you use to connect the drive to the computer?,technical issue,neutral,[],3c071b6893d7c29ad92dcfde6943e8b4
reference_set1,164,hello do you have issues with the fibre Internet connection in [LOCATION] Area??,technical issue,neutral,"[{""type"": ""LOC"", ""text"": ""Muthiga Kinoo""}]",95b397df866fa45ef834b8793e384ca9
reference_set1,165,Hi [NAME]! Yes dinner will be served. *TMC,product question,neutral,"[{""type"": ""PER"", ""text"": ""Michelle""}]",c91d3f203fbec554e8b215527dee32ac
reference_set1,166,Would like to report a bug for Black Ops 2 on the Xbox 360! It's something modders can do and it can ruin people's accounts!,technical issue,negative,"[{""type"": ""MISC"", ""text"": ""Black Ops 2""}, {""type"": ""MISC"", ""text"": ""Xbox 360""}]",2fe1e097b80852488ab04986b823d10d
reference_set1,167,"Never ever use this App! They cancel on you last minute, they don’t know where they are going, they earn a pittance and Uber pay very little tax. Nothing good.",complaint,negative,"[{""type"": ""ORG"", ""text"": ""Uber""}]",1977ab8c9f9473d8594671be4ddf9e7f
reference_set1,168,Hey there! Could you DM us your Gamertag as well as a screenshot of the latest email from the Enforcement Team? ^JS,account management,neutral,[],9ba04fa727ba41652caaa26f04cf497e
reference_set1,169,@121548 HOW STUPID DO YOU HAVE TO BE TO WORK IN CUSTOMER SERVICE FOR @121548,complaint,negative,[],a1301ed9bb1afd2afc85f404cecfdbbd
reference_set1,170,Can you please DM us your Subscription ID? [URL]  ^AL,account management,neutral,[],382e4366a0215791a86e99ee3c6ae4f7
reference_set1,171,@115830 45th day requesting any kind of response,complaint,negative,[],ab0f4b2ad58e75b56cea141b4fa180ee
reference_set1,172,"[NAME], I am sending another status request to our Baggage team to see if there is an update on your file.  *HCA",delivery and shipping,neutral,"[{""type"": ""PER"", ""text"": ""Trey""}]",2737f890376d083f97061688127d076d
reference_set1,173,"Hi [NAME], there's a 2.5% mark-up fee on foreign currency transactions made using your Canadian dollars BMO Mastercard. Thanks. ^MF",billing and payments,neutral,"[{""type"": ""PER"", ""text"": ""Lizard""}, {""type"": ""MISC"", ""text"": ""Canadian""}, {""type"": ""MISC"", ""text"": ""BMO Mastercard""}]",c21c3c3e021913e85e8d448e19f8215f
reference_set1,174,❤️ it. Maybe one day you'll offer Kimpton scented candles as a mini bar offering.....😉,praise and positive feedback,positive,"[{""type"": ""ORG"", ""text"": ""Kimpton""}]",53ef95beb615858d519fc0ff3a9214ef
reference_set1,175,@115830 76th day requesting any kind of response,complaint,negative,[],ab0f4b2ad58e75b56cea141b4fa180ee
reference_set1,176,"Hi [NAME], Can you please tell me by when I will get resolution? Is there any time line for customers get resolution?",complaint,negative,"[{""type"": ""PER"", ""text"": ""Pradnya""}]",41cd9eab92092bb18ce3f20cccf123c3
reference_set1,177,"Check out [URL] for information on ride passes. If you have any questions, please let us know at [URL]",product question,neutral,[],617c170ddc79514421eeec25fb6907f1
reference_set1,178,Supermarkets front loading sandwiches to look fuller than they are is such a cheap trick! @Tesco [URL],complaint,negative,"[{""type"": ""ORG"", ""text"": ""Tesco""}]",c536e7101e257b096c32b258fae14324
reference_set1,179,We'd suggest deleting your tweet as it contains your private info. Can you send it via DM instead? /RI [URL],account management,neutral,[],124d93d5ded543d758d493a09c79483c
reference_set1,180,Hi what can we do to improve the coleslaw selection in [LOCATION]?!?,product question,neutral,"[{""type"": ""LOC"", ""text"": ""Ripley""}]",c9c65fe9ffec90931f6817c6c25744c0
reference_set1,181,Does anyone have an installation disk for a HP Photosmart 2600xi All-in-One printer I lost mine and I'm missing a file called AIO_scan.msi.,technical issue,neutral,"[{""type"": ""ORG"", ""text"": ""HP""}, {""type"": ""MISC"", ""text"": ""Photosmart 2600xi""}]",3f2a5e09ec8c0c50299360b64db2d81d
reference_set1,182,Thanks for sharing! Such a great meal selection. Tweet us if you need us.  *AJZ,praise and positive feedback,positive,[],440e06dcebe8f024aa5a1623ba3bfb5c
reference_set1,183,We'd like to take a closer look at this. Please share your details here: [URL] I'll get in touch with you ^HD,complaint,neutral,[],e7aeabfa9913aae8fd8dec8b340c1ba4
reference_set1,184,Is that second error occurring as soon as you go to the link you mentioned?  Or is it happening after you try to ... [URL] [URL],technical issue,neutral,[],42b6fa5b044cb93e6a2bb92a48250ed8
reference_set1,185,@SW_Help Can you confirm @sw_help?,complaint,neutral,"[{""type"": ""ORG"", ""text"": ""SW_Help""}]",f2be729573e01795df4e93d8655b158c
reference_set1,186,"@282582 1/2 Hi [NAME], we test the products so that the noise emitted follows health and safety standards. It shouldn't be getting louder.",product question,neutral,"[{""type"": ""PER"", ""text"": ""Kate""}]",19822b4e4ee072687def5dcc60c2864e
reference_set1,187,"Been about a month already... didn't hear anything from you. Sadly, I still keep ordering from you. Should I expect anything soon?",complaint,negative,[],d8985c1a1f43a6df6dde044f40949632
reference_set1,188,Still m facing issues with network not able to talk on phone.,technical issue,negative,[],25cfa43203b25c8cda0d524345132cf9
reference_set1,189,...to increase your limit. For more information on Mshwari loan conditions view [URL] .^SB,billing and payments,neutral,"[{""type"": ""MISC"", ""text"": ""Mshwari""}]",6d1d80e610f3bb5bf8726992fa9e5607
reference_set1,190,Hi my mpesa is not able to receive or send money yet the line is registered kindly help,technical issue,negative,"[{""type"": ""MISC"", ""text"": ""mpesa""}]",58b91bf2bcdf6f27d2f94f1f5698cd27
reference_set1,191,"Hi, I've let them know about the delay here and I will get back in touch as soon as I hear from them, thanks for your patience./D",complaint,neutral,[],cfe0939fdca0756f42b2b41d434c7c27
reference_set1,192,[URL],product question,neutral,[],92b61853d86f99cb3bd7e226ad2d6320
reference_set1,193,Seriously @115888... why can you not keep your app in working order?,technical issue,negative,[],7edfa9e389b68fcd3deb5d5500b1c96d
reference_set1,194,Our latest update from the Retail team confirm it's [DATE] ^CB,product question,neutral,[],6597c02616309ea1f43df860b76edf45
reference_set1,195,i already follow you! i cannot send u direct message if u do not follow me,technical issue,negative,[],509f331d18080a77553e8e87e16e3357
reference_set1,196,"@sainsburys Sorry about the confusion. So far £8,100 has been raised in Sainsbury's [LOCATION] with a couple more tubs to count. Such generous customers.",praise and positive feedback,positive,"[{""type"": ""ORG"", ""text"": ""Sainsbury""}, {""type"": ""LOC"", ""text"": ""Pontypridd""}]",58f41f9a883fbd44fcd11fb780f972bb
reference_set1,197,Your better off with AVG(it is free) or something over norton,complaint,negative,"[{""type"": ""ORG"", ""text"": ""AVG""}, {""type"": ""ORG"", ""text"": ""norton""}]",048358da4fe91980bb9a09bad0c6a10d
reference_set1,198,With the translator text api we can translate 2mio chars per month free. I cant find a way to see the amount of chars we have already used,product question,neutral,"[{""type"": ""MISC"", ""text"": ""translator text api""}]",1ad1ff1c89902f412e8a67976721189d
reference_set1,199,"We are sorry for the inconvenience caused to you. We have your contact details. We will get back to you shortly. Regards,[NAME] [URL]",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Pradnya""}]",ad255143e93a8524ec53b26998506f73
reference_set1,200,"Thanks, we'll check and get back to you at the earliest. ^PS",complaint,neutral,[],9a253bfa55022bc2422f51da0281d375
reference_set2,1,El paquete fue reventado en el envío,delivery and shipping,negative,[],6eb7c7e8f755239d598bade25d1ddf42
reference_set2,2,@HPSupport Resolve technical queries related to  HP Network  Router just tab the [URL],technical issue,neutral,"[{""type"": ""ORG"", ""text"": ""HPSupport""}, {""type"": ""MISC"", ""text"": ""HP Network  Router""}]",99218cd7514e3f7f7ce70b39edf94f0c
reference_set2,3,"Hello, any vibes from the team yet as to whether it's a yea or a nay? Fingers crossed my end!",product question,neutral,[],203bb8c571a89789559985189c29e4bf
reference_set2,4,"Ever since the last update, my battery has been running down pretty fast! Sometimes within minutes, it's out. Please advise.",technical issue,negative,[],3d44304ed51cc63550c73560a7d8ddda
reference_set2,5,once we have more information regarding this issue. Hang in there. We would appreciate your patience on this. [NAME] OPPO Care (2/2),technical issue,neutral,"[{""type"": ""PER"", ""text"": ""Divya""}, {""type"": ""ORG"", ""text"": ""OPPO Care""}]",ff74710015dc1741c0c43106157599da
reference_set2,6,"Hi there, no, can't see a VT ref no. in any of the replies I've had so far",complaint,neutral,"[{""type"": ""ORG"", ""text"": ""VT""}]",c95247137d7c213c1b6db26f8cfc56a2
reference_set2,7,"[URL] If data is needed, you can contact our data recovery team but it is not a free service: [URL]",technical issue,neutral,[],85238be374078ad98b0f71d53b1f134e
reference_set2,8,Please reach out to us here via phone as soon as you're able to: [URL] ^QJ,complaint,neutral,[],9569c73377fe438505d76a9881562f4a
reference_set2,9,[ID] Confirmed. Ksh410.00 paid to Thomava Route B on [DATE] at [DATE]. Pls I've snt to wng agelnt.pls hlp.[PHONE],billing and payments,negative,"[{""type"": ""ORG"", ""text"": ""Thomava Route B""}]",1027650839851d2c8909038ffb27dd3a
reference_set2,10,"We apologize, again, check your SD card memory level. Thank you-SG",technical issue,neutral,"[{""type"": ""MISC"", ""text"": ""SD card""}]",933cc10051289ecf2547d8920a09bba8
reference_set2,11,when will new episodes of streetoutlaws and deadlyest catch come out ?! thank you !🤙🏽🤙🏽,product question,positive,"[{""type"": ""MISC"", ""text"": ""streetoutlaws""}, {""type"": ""MISC"", ""text"": ""deadlyest catch""}]",d7feedc5ffb4a7a704fedf1eb284f7d5
reference_set2,12,"the Moving Annual Average includes time under the previous operator, find more information here [URL] &amp; contact 1/2",product question,neutral,"[{""type"": ""MISC"", ""text"": ""Moving Annual Average""}]",0ea4c9a447227d76db0496a08976676d
reference_set2,13,We believe we have been of help on call.@119433 ^DE,complaint,neutral,[],c01fa360a5e6eec712b6a43b7eff1722
reference_set2,14,"@4030 @118702 @115937 @4110 @4168 @119356 @115821 @131283 @144775 @2517 @115830 @115850 Dear Amazon, Just to remind you...its been 24 days since you are cheating on your customers hard earned money. Sigh! #ScamAtAmazon #Day24",complaint,negative,"[{""type"": ""ORG"", ""text"": ""Amazon""}]",69501997e5ad7a95f0eb17c6e3d4458b
reference_set2,15,We'd like to assist. Pls click link at end of this msg &amp; reply w/ acct type &amp; country it was opened. (No Acct#/PINs#) ^ML [URL],account management,neutral,[],182fda3b4a3f6197384343e63c2180cc
reference_set2,16,I'm sorry this happened to your friend. Can you have your friend tweet to me and I'll investigate? -[NAME],complaint,neutral,"[{""type"": ""PER"", ""text"": ""Larry""}]",8829db8ac6ccd00d8b3c289e9afa8c1f
reference_set2,17,Please allow us another opportunity to change this impression. Send us a DM and follow us. -KG,complaint,neutral,[],88cf0ceb1692dee14b01886495a0994b
reference_set2,18,"Here’s the songs that were played, add them to your library if you want!”",product question,neutral,[],028ec46b7878448394ae19f6b3146a51
reference_set2,19,"Hi, changes not allowed once checked-in. Just approach the Document Check counter on departure date for verification. Thank you.",product question,neutral,"[{""type"": ""MISC"", ""text"": ""Document Check""}]",97b688470f9ddbd90c9d01246451ef3a
reference_set2,20,please refund my airtime I beg you,billing and payments,negative,[],f93c941bbda2632ffe2838078a0fb970
reference_set2,21,Hey [NAME]! That's not cool. Could you DM us your account's email address/username? We'll take a look backstage /C [URL],account management,neutral,"[{""type"": ""PER"", ""text"": ""Ryan""}]",9bfadff8bf4361499b1124520c6de8f7
reference_set2,22,. @AskPapaJohns my waitress' ass [URL],complaint,negative,"[{""type"": ""ORG"", ""text"": ""AskPapaJohns""}]",1c9c64eb0833de21021bf1eee69d5ede
reference_set2,23,I'm so sorry that your item didn't arrive in time! Can you tell me the status &amp; carrier:  [URL] ^FR,delivery and shipping,neutral,[],1dd20d352fad951596281e2573556c8a
reference_set2,24,Yes. Still no messages coming through... frustrating.,technical issue,negative,[],9df6df6ff27d58b8b3ff129eabf4a833
reference_set2,25,Hello again. having camera difficulty when facetiming or using photobooth. The latest software is downloaded. what could this be? [URL],technical issue,negative,"[{""type"": ""MISC"", ""text"": ""photobooth""}]",25a7be7953b054b78bddf50246ba86ff
reference_set2,26,We can help! This article goes over your local iPhone storage space vs. iCloud storage: [URL],product question,neutral,"[{""type"": ""MISC"", ""text"": ""iPhone""}, {""type"": ""MISC"", ""text"": ""iCloud""}]",e93dffb616d6cf9027f0a41c055c7f0e
reference_set2,27,We're sorry to hear you're not a fan! This might help: [URL] Did you have any specific thoughts for us?,complaint,neutral,[],239fc909ab443d31174bed7fca2e5fba
reference_set2,28,@514522 Old thread but will chase united mileage plus MasterCard be on Apple Pay soon?,product question,neutral,"[{""type"": ""ORG"", ""text"": ""chase""}, {""type"": ""MISC"", ""text"": ""united mileage plus MasterCard""}, {""type"": ""MISC"", ""text"": ""Apple Pay""}]",314252f0cebb16629d08518f3b2e7f9d
reference_set2,29,Hold and app to move it and with another finger tap other apps to add them to a single stack to move them around #ios11 [URL],product question,neutral,"[{""type"": ""MISC"", ""text"": ""ios11""}]",606c75318454249cb6593ec0a2dd0e38
reference_set2,30,"@536970 Hello. If you'd like to send us a DM, our customer services team will be happy to discuss this with you further. Thanks.",complaint,neutral,[],97e4660ea7d4f9b553564f4ea99938e1
reference_set2,31,I asked playstation and they said to contact activision bcs my purchase isent showing up and ive already gotten charged for the game,billing and payments,negative,"[{""type"": ""ORG"", ""text"": ""playstation""}, {""type"": ""ORG"", ""text"": ""activision""}]",763f291fc6963722edeaecfcab673a56
reference_set2,32,"Hey, any updates on this?",complaint,neutral,[],d4150a19a9769a7c2bbd5281dd1f6e30
reference_set2,33,Hey [NAME]! Can you try reinstalling the app again by following the steps for Windows 10 here: [URL] /RH,technical issue,neutral,"[{""type"": ""PER"", ""text"": ""Claudia""}, {""type"": ""MISC"", ""text"": ""Windows 10""}]",bb1ad38d1e19ff129ca6afe1fce237cd
reference_set2,34,"Hey there. If there is a specific issue that you would like for us to look into, please DM us. [URL]",complaint,neutral,[],516b3bef044b2291b860715d43162e3a
reference_set2,35,I'm still awaiting your people to contact me terrible customer service sir,complaint,negative,[],7476c6d9a00efbe44f32d48936dad1bd
reference_set2,36,can you tell me if I can use my debit card in [LOCATION] for usd 2.500? And how much would be the bank comission? Thanks,billing and payments,neutral,"[{""type"": ""LOC"", ""text"": ""Colombia""}]",ebfdda7577d9d514bdb50d687a6a7fd3
reference_set2,37,Okay Thanks,praise and positive feedback,positive,[],7b1821c10adf643693971220fb6510a7
reference_set2,38,"Hi, please have a look at the following link as it provides info that may be helpful: [URL] ^KK",technical issue,neutral,[],5a094c67cdcfa4ba50ee8521cfe832e7
reference_set2,39,"If you look at @115777's release notes for the past versions of these apps, you can easily see @115769 is updated with way more substantial features than Bridge.",product question,neutral,"[{""type"": ""MISC"", ""text"": ""Bridge""}]",c72fbb2278099bd818c2c0e2dd9dacce
reference_set2,40,#azTechHelp Hi it is possible to see the remaining characters of the S0 free subscription?,product question,neutral,"[{""type"": ""MISC"", ""text"": ""S0""}]",1ad1ff1c89902f412e8a67976721189d
reference_set2,41,Kab hoga ye shortly update.,complaint,negative,[],019059823f48e01d3dc9e864a371605f
reference_set2,42,Just a few bananas would be nice to see!,complaint,negative,[],113c57654b6f0908c3225fc6f733de65
reference_set2,43,LIVE on #Periscope: #BuddaDoesVegas 🇸🇪  2 @19193 (&amp; the strip if the wifi holds).  [URL],product question,neutral,"[{""type"": ""MISC"", ""text"": ""Periscope""}]",ec792ecea67373ef97c738446c4c40b3
reference_set2,44,That is really not helping me out. They are sending me the same formatted mail again and again. Kindly cross check with the Driver.,complaint,negative,[],2ebba35de780d434b1068cd52787164b
reference_set2,45,"Hi [NAME], it is taking us longer than usual to get back to all of our passengers. We're sorry for the delay but please be assured",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Rhianydd""}]",69b86f46ad8241a317a859bbd0bfbe80
reference_set2,46,Yes we're pushing to have this project done by mid next year,product question,neutral,[],68c08690115f24d0861b6ec22cda709f
reference_set2,47,"Hello [NAME],  I'm really sorry for the experience! I'll get this reported right way. ^HCN",complaint,neutral,"[{""type"": ""PER"", ""text"": ""James""}]",5eae1def7c68a55920f7652a5a93bcf6
reference_set2,48,We'll get this sorted out! Please send us a note through [URL] so we can help.,complaint,neutral,[],c34996c87d750823b9a022735cd55ac0
reference_set2,49,Lost and found told me to wait 72 hours for response. I did! Guess what? Someone has started using my credit cards at multiple places!,complaint,negative,[],0d4f44f487eaa611a8fd297af568fb7b
reference_set2,50,@115830 @115851 389th day requesting any kind of response,complaint,negative,[],ab0f4b2ad58e75b56cea141b4fa180ee
reference_set2,51,@10867 Do you have a [LOCATION] number pls?,product question,neutral,"[{""type"": ""LOC"", ""text"": ""UK""}]",a89b53c5bfe34b86fba0883418475d98
reference_set2,52,Please re-read my thread for details of those requests. I look forward to hearing from your for your feedback TY. #Tesco #CustomerService,complaint,neutral,"[{""type"": ""ORG"", ""text"": ""Tesco""}]",ac84bba8f99fbbb1becac7acda233161
reference_set2,53,After I deleted iHeart restarted my console and reinstalled it the app works now. Still waiting on game though,technical issue,neutral,"[{""type"": ""ORG"", ""text"": ""iHeart""}]",b41498f24aeee79bdcccf75360387a12
reference_set2,54,new booking.Thank you =) [NAME],praise and positive feedback,positive,"[{""type"": ""PER"", ""text"": ""Yana""}]",181c756856bd4afd04834579403f2449
reference_set2,55,@UPSHelp @115817 @5160 يمكن التواصل مع الرقم الموحد [PHONE],product question,neutral,"[{""type"": ""ORG"", ""text"": ""UPSHelp""}]",9fd4e4abdc525dc973f5c3570e26ed6a
reference_set2,56,I hv an active plan of Rs. 250 which got deactivated as per my request but plan of Rs 450 is unnecessarily got imposed on me.,billing and payments,negative,[],28d3519385ab67e7312299fc24f08023
reference_set2,57,@115830 139th day requesting any kind of response,complaint,negative,[],ab0f4b2ad58e75b56cea141b4fa180ee
reference_set2,58,"Hi, that would be great but I am unable to login anymore using the link?",account management,negative,[],4cd1737e56f9442a5a387f1a5f49977c
reference_set2,59,"Sorry for the trouble We request for your kind patience As your concern is in progress, will be resolve by [DATE] Rgds,[NAME]",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Sneha""}]",da36a038c30ac2ab1890745202b7ee84
reference_set2,60,"Hi, sorry for the late reply. You will need to contact your point of purchase for a refund on COD points since we don't... ^FB",billing and payments,neutral,"[{""type"": ""MISC"", ""text"": ""COD""}]",c6ffead56cd91a8312b61602d73a66fa
reference_set2,61,Once on the platform. It will then list the calling order to the destination. Apologies for any confusion. [NAME],product question,neutral,"[{""type"": ""PER"", ""text"": ""Grant""}]",d5f20e8357019eef02c34b9d4cd8b7c1
reference_set2,62,This is the latest build i have. [URL],technical issue,neutral,[],8da60ddc961c6ee8b17d41858f80bb2c
reference_set2,63,"We got your message, please check your DM's.",complaint,neutral,[],d8381a445a70612e5fe055f587539933
reference_set2,64,Keep you fingers crossed. ;) ^HA,complaint,positive,[],6485600689f28b9d062486bb48e77494
reference_set2,65,so is this ok for a manager to be smoking at the back door of your restaurant ? [URL],complaint,negative,[],ae38ff5157a58a705d9fb33822ca875e
reference_set2,66,if I know my (old) username for Nike+ how can I find which email account it's linked up to?,account management,neutral,"[{""type"": ""MISC"", ""text"": ""Nike+""}]",177708352966b41f6d31ede5158b2f33
reference_set2,67,"@115911 @115913 Don't think you guys will have any useful input this time, T-Force. Trying to make sure @216178 has my stuff. 😁",complaint,neutral,"[{""type"": ""ORG"", ""text"": ""T-Force""}]",46a3e441f7d07259597f41a6c6bad6c3
reference_set2,68,do you guys do the $5 deal internationally?,billing and payments,neutral,[],eb34ab6a3721dea5dd61884131f900bb
reference_set2,69,"the Safcom network is not working in [LOCATION], [LOCATION]. Whats up? Could you please assist.",technical issue,negative,"[{""type"": ""ORG"", ""text"": ""Safcom""}, {""type"": ""LOC"", ""text"": ""Newyork""}, {""type"": ""LOC"", ""text"": ""USA""}]",cc177bd80f5b18704b87858be6b75793
reference_set2,70,"Sorry for the trouble, [NAME]. Have you tried these troubleshooting steps yet: [URL] Let me know!",technical issue,neutral,"[{""type"": ""PER"", ""text"": ""Mike""}]",5a7b9e7d90896fadd4d01b703d7f1a6d
reference_set2,71,kindly call me.I want to renew my line. call me through [PHONE],account management,neutral,[],a5f4a344f076794faa29e34dcf21fc11
reference_set2,72,"Good morning. If you need us, please follow us for a private Direct Message.  *HJH [URL]",complaint,neutral,[],ca3bc7bd002d9de34159cc891d94d0e6
reference_set2,73,Hey [NAME]! Thanks for getting in touch! Which kind of promotion are you referring to? Please give us more details. Thanks ^A,billing and payments,neutral,"[{""type"": ""PER"", ""text"": ""Li""}]",e3e3df286975c1815dd936f46efd4800
reference_set2,74,@115993 جربتها من اجل تفعيل باقة completولكن تم اقتطاع 300 دولار و تم تفعيل 6 اضهر فقط,billing and payments,negative,[],54a79c89cc03e5269dd8e989d4c8e8a1
reference_set2,75,".@983 Today, in front of the automobile repair shop. They're enjoying the new private parking lot. [URL]",product question,neutral,[],5bd7dc5048bdce0e5d6b6c6f3667721a
reference_set2,76,The one that was release for friends to sign up during the #USopen,billing and payments,neutral,"[{""type"": ""MISC"", ""text"": ""USopen""}]",e4f6e4818deab60a4f254da6def9670a
reference_set2,77,"Hi, may I have the booking number and the correct details?",account management,neutral,[],23edadc464728520b7cf3b7c01bc75c3
reference_set2,78,@AmazonHelp Hii,complaint,neutral,"[{""type"": ""ORG"", ""text"": ""AmazonHelp""}]",bacc62f303ae15da0426388e50a2aa78
reference_set2,79,Patisserie cream doughnuts! Where are they? Why have they gone? You are ruining lives! #fatmanproblems,complaint,negative,[],fa68caaa3fda0e99c389be9c5fcaff0d
reference_set2,80,"@294480 Having the same issue, do you have any fixes",technical issue,negative,[],49005b2a8184264924bd7a65f43d6069
reference_set2,81,"Sorry for the trouble.We have noted your concern. Our team will get in touch with you soon. Regards, [NAME].",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Bhargavi""}]",00977ef3e843a832e764690a64971a25
reference_set2,82,"Alguien me puede pasar el contacto de Splendia, HotelTonight y  Groupon? Se los agradecería con un Etiqueta Roja... [URL]",product question,neutral,"[{""type"": ""ORG"", ""text"": ""Splendia""}, {""type"": ""ORG"", ""text"": ""HotelTonight""}, {""type"": ""ORG"", ""text"": ""Groupon""}]",005a1ad7d8a091625157510433e5e362
reference_set2,83,Paid for extra leg room! This is what I got - I'd appreciate my refund asap @British_Airways [URL],billing and payments,negative,"[{""type"": ""ORG"", ""text"": ""British_Airways""}]",17b5cc99d0ff50a9f2166a62c3963481
reference_set2,84,"When I attempt to log in, it says ""Oops, wrong match"". Same credentials work on browser on my phone. Is it my phone or the app?",account management,negative,[],9afe522c48fc30efb987a050295989c9
reference_set2,85,There's milkshake and then there's milkshake with Belgian chocolate chips - who fancies a shake? #MandSAmerican [URL],product question,neutral,"[{""type"": ""MISC"", ""text"": ""Belgian""}, {""type"": ""MISC"", ""text"": ""MandSAmerican""}]",b6a4fb16ab0ffd707529fbbf938b39f2
