set,row_id,engine_label,text,predicted_text,gold_topic,pred_topic,topic_correct,gold_sentiment,pred_sentiment,sentiment_correct,pred_sentiment_score,gold_entities,pred_entities,engine,provider,model,latency_ms,cost_usd
reference_set2,29,BERT,Hold and app to move it and with another finger tap other apps to add them to a single stack to move them around #ios11 [URL],Hold and app to move it and with another finger tap other apps to add them to a single stack to move them around #ios11 [URL],product question,product question,1,neutral,positive,0,0.3769,"[{""type"": ""MISC"", ""text"": ""ios11""}]",[],local,,,,
reference_set2,28,BERT,@514522 Old thread but will chase united mileage plus MasterCard be on Apple Pay soon?,[NAME] thread but will [REDACTED] plus [REDACTED] be on [REDACTED] Pay soon?,product question,product question,1,neutral,neutral,1,0.9979,"[{""type"": ""ORG"", ""text"": ""chase""}, {""type"": ""MISC"", ""text"": ""united mileage plus MasterCard""}, {""type"": ""MISC"", ""text"": ""Apple Pay""}]","[{""type"": ""ORG"", ""text"": ""MasterCard""}, {""type"": ""MISC"", ""text"": ""Apple""}, {""type"": ""ORG"", ""text"": ""Pay""}]",local,,,,
reference_set2,27,BERT,We're sorry to hear you're not a fan! This might help: [URL] Did you have any specific thoughts for us?,We're sorry to hear you're not a fan! This might help: [URL] Did you have any specific thoughts for us?,complaint,complaint,1,neutral,negative,0,0.9912,[],[],local,,,,
reference_set2,26,BERT,We can help! This article goes over your local iPhone storage space vs. iCloud storage: [URL],We can help! This article goes over your local [REDACTED] storage space vs. [REDACTED] storage: [URL],product question,technical issue,0,neutral,neutral,1,0.9974,"[{""type"": ""MISC"", ""text"": ""iPhone""}, {""type"": ""MISC"", ""text"": ""iCloud""}]","[{""type"": ""MISC"", ""text"": ""iPhone""}]",local,,,,
reference_set2,25,BERT,Hello again. having camera difficulty when facetiming or using photobooth. The latest software is downloaded. what could this be? [URL],Hello again. having camera difficulty when facetiming or using photobooth. The latest software is downloaded. what could this be? [URL],technical issue,complaint,0,negative,neutral,0,0.9929,"[{""type"": ""MISC"", ""text"": ""photobooth""}]",[],local,,,,
reference_set2,24,BERT,Yes. Still no messages coming through... frustrating.,Yes. Still no messages coming through... frustrating.,technical issue,complaint,0,negative,negative,1,0.9856,[],[],local,,,,
reference_set2,23,BERT,I'm so sorry that your item didn't arrive in time! Can you tell me the status &amp; carrier:  [URL] ^FR,I'm so sorry that your item didn't arrive in time! Can you tell me the status &amp; carrier:  [URL] ^FR,delivery and shipping,delivery and shipping,1,neutral,negative,0,0.9948,[],[],local,,,,
reference_set2,22,BERT,. @AskPapaJohns my waitress' ass [URL],. @AskPapaJohns my waitress' ass [LOCATION],complaint,complaint,1,negative,negative,1,0.9906,"[{""type"": ""ORG"", ""text"": ""AskPapaJohns""}]","[{""type"": ""ORG"", ""text"": ""##apa""}]",local,,,,
reference_set2,21,BERT,Hey [NAME]! That's not cool. Could you DM us your account's email address/username? We'll take a look backstage /C [URL],Hey [NAME]! That's not cool. Could you DM us your account's email address/username? We'll take a look backstage /C [URL],account management,complaint,0,neutral,negative,0,0.9942,"[{""type"": ""PER"", ""text"": ""Ryan""}]","[{""type"": ""PER"", ""text"": ""Ryan""}]",local,,,,
reference_set2,20,BERT,please refund my airtime I beg you,please refund my airtime I beg you,billing and payments,complaint,0,negative,neutral,0,0.911,[],[],local,,,,
reference_set2,19,BERT,"Hi, changes not allowed once checked-in. Just approach the Document Check counter on departure date for verification. Thank you.","Hi, changes not allowed once checked-in. Just approach the Document Check counter on departure date for verification. Thank you.",product question,praise and positive feedback,0,neutral,neutral,1,0.9983,"[{""type"": ""MISC"", ""text"": ""Document Check""}]","[{""type"": ""MISC"", ""text"": ""Docume""}, {""type"": ""MISC"", ""text"": ""Check""}]",local,,,,
reference_set2,18,BERT,"Here’s the songs that were played, add them to your library if you want!”","Here’s the songs that were played, add them to your library if you want!”",product question,praise and positive feedback,0,neutral,neutral,1,0.9953,[],[],local,,,,
reference_set2,17,BERT,Please allow us another opportunity to change this impression. Send us a DM and follow us. -KG,Please allow us another opportunity to change this impression. Send us a [REDACTED] and follow us. -KG,complaint,complaint,1,neutral,neutral,1,0.9979,[],"[{""type"": ""MISC"", ""text"": ""D""}]",local,,,,
reference_set2,16,BERT,I'm sorry this happened to your friend. Can you have your friend tweet to me and I'll investigate? -[NAME],I'm sorry this happened to your friend. Can you have your friend tweet to me and I'll investigate? -Larry,complaint,complaint,1,neutral,negative,0,0.9938,"[{""type"": ""PER"", ""text"": ""Larry""}]","[{""type"": ""PER"", ""text"": ""Larry""}]",local,,,,
reference_set2,15,BERT,We'd like to assist. Pls click link at end of this msg &amp; reply w/ acct type &amp; country it was opened. (No Acct#/PINs#) ^ML [URL],We'd like to assist. Pls click link at end of [REDACTED]; reply w/ acct type &amp; country it was opened. (No Acct#/PINs#) ^ML [URL],account management,account management,1,neutral,neutral,1,0.9961,[],[],local,,,,
reference_set2,14,BERT,"@4030 @118702 @115937 @4110 @4168 @119356 @115821 @131283 @144775 @2517 @115830 @115850 Dear Amazon, Just to remind you...its been 24 days since you are cheating on your customers hard earned money. Sigh! #ScamAtAmazon #Day24","[REDACTED] @4168 @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] @2517 @[REDACTED] @[REDACTED] Dear [NAME], Just to remind [URL]s been [DATE] since you are cheating on your customers hard earned money. Sigh! #ScamAtAmazon #Day24",complaint,complaint,1,negative,negative,1,0.6058,"[{""type"": ""ORG"", ""text"": ""Amazon""}]","[{""type"": ""ORG"", ""text"": ""Amazon""}]",local,,,,
reference_set2,13,BERT,We believe we have been of help on call.@119433 ^DE,We believe we have been of help on call.@[REDACTED] ^DE,complaint,praise and positive feedback,0,neutral,neutral,1,0.9815,[],[],local,,,,
reference_set2,12,BERT,"the Moving Annual Average includes time under the previous operator, find more information here [URL] &amp; contact 1/2","the Moving Annual Average includes time under the previous operator, find more information here [REDACTED]amp; contact 1/2",product question,product question,1,neutral,neutral,1,0.9925,"[{""type"": ""MISC"", ""text"": ""Moving Annual Average""}]",[],local,,,,
reference_set2,11,BERT,when will new episodes of streetoutlaws and deadlyest catch come out ?! thank you !🤙🏽🤙🏽,when will new episodes of streetoutlaws and deadlyest catch come out ?! thank you !🤙🏽[REDACTED]🏽,product question,praise and positive feedback,0,positive,negative,0,0.8881,"[{""type"": ""MISC"", ""text"": ""streetoutlaws""}, {""type"": ""MISC"", ""text"": ""deadlyest catch""}]",[],local,,,,
reference_set2,10,BERT,"We apologize, again, check your SD card memory level. Thank you-SG","We apologize, again, check your [REDACTED] card memory level. Thank you-SG",technical issue,complaint,0,neutral,negative,0,0.9862,"[{""type"": ""MISC"", ""text"": ""SD card""}]","[{""type"": ""MISC"", ""text"": ""SD""}]",local,,,,
reference_set2,9,BERT,[ID] Confirmed. Ksh410.00 paid to Thomava Route B on [DATE] at [DATE]. Pls I've snt to wng agelnt.pls hlp.[PHONE],[NAME] Confirmed. Ksh410.00 paid to [NAME] B on [DATE] at [DATE]. Pls I've snt to wng [URL]s hlp.[PHONE],billing and payments,complaint,0,negative,positive,0,0.6337,"[{""type"": ""ORG"", ""text"": ""Thomava Route B""}]","[{""type"": ""LOC"", ""text"": ""Thom""}, {""type"": ""MISC"", ""text"": ""##ava""}, {""type"": ""MISC"", ""text"": ""B""}]",local,,,,
reference_set2,8,BERT,Please reach out to us here via phone as soon as you're able to: [URL] ^QJ,Please reach out to us here via phone as soon as you're able to: [URL] ^QJ,complaint,praise and positive feedback,0,neutral,neutral,1,0.9907,[],[],local,,,,
reference_set2,7,BERT,"[URL] If data is needed, you can contact our data recovery team but it is not a free service: [URL]","[URL] If data is needed, you can contact our data recovery team but it is not a free service: [URL]",technical issue,complaint,0,neutral,neutral,1,0.9959,[],[],local,,,,
reference_set2,6,BERT,"Hi there, no, can't see a VT ref no. in any of the replies I've had so far","Hi there, no, can't see a [LOCATION] ref no. in any of the replies I've had so far",complaint,complaint,1,neutral,negative,0,0.9361,"[{""type"": ""ORG"", ""text"": ""VT""}]",[],local,,,,
reference_set2,5,BERT,once we have more information regarding this issue. Hang in there. We would appreciate your patience on this. [NAME] OPPO Care (2/2),once we have more information regarding this issue. Hang in there. We would appreciate your patience on this. [REDACTED] (2/2),technical issue,product question,0,neutral,neutral,1,0.9974,"[{""type"": ""PER"", ""text"": ""Divya""}, {""type"": ""ORG"", ""text"": ""OPPO Care""}]","[{""type"": ""PER"", ""text"": ""Di""}]",local,,,,
reference_set2,4,BERT,"Ever since the last update, my battery has been running down pretty fast! Sometimes within minutes, it's out. Please advise.","Ever since the last update, my battery has been running down pretty fast! Sometimes within [DATE], it's out. Please advise.",technical issue,complaint,0,negative,negative,1,0.9945,[],[],local,,,,
reference_set2,3,BERT,"Hello, any vibes from the team yet as to whether it's a yea or a nay? Fingers crossed my end!","Hello, any vibes from the team yet as to whether it's a yea or a nay? Fingers crossed my end!",product question,product question,1,neutral,neutral,1,0.9983,[],[],local,,,,
reference_set2,2,BERT,@HPSupport Resolve technical queries related to  HP Network  Router just tab the [URL],@HPSupport Resolve technical queries related to  [REDACTED] just tab the [URL],technical issue,technical issue,1,neutral,positive,0,0.9879,"[{""type"": ""ORG"", ""text"": ""HPSupport""}, {""type"": ""MISC"", ""text"": ""HP Network  Router""}]","[{""type"": ""ORG"", ""text"": ""HPSupport Resol""}, {""type"": ""ORG"", ""text"": ""HP Network Router""}]",local,,,,
reference_set2,1,BERT,El paquete fue reventado en el envío,[REDACTED],delivery and shipping,cancellation,0,negative,positive,0,0.8818,[],"[{""type"": ""ORG"", ""text"": ""El""}]",local,,,,
reference_set1,200,BERT,"Thanks, we'll check and get back to you at the earliest. ^PS","Thanks, we'll check and get back to you at the earliest. ^PS",complaint,praise and positive feedback,0,neutral,neutral,1,0.9965,[],[],local,,,,
reference_set1,199,BERT,"We are sorry for the inconvenience caused to you. We have your contact details. We will get back to you shortly. Regards,[NAME] [URL]","We are sorry for the inconvenience caused to you. We have your contact details. We will get back to you shortly. Regards,[REDACTED] [URL]",complaint,complaint,1,neutral,neutral,1,0.9974,"[{""type"": ""PER"", ""text"": ""Pradnya""}]","[{""type"": ""LOC"", ""text"": ""P""}, {""type"": ""LOC"", ""text"": ""##radnya""}]",local,,,,
reference_set1,198,BERT,With the translator text api we can translate 2mio chars per month free. I cant find a way to see the amount of chars we have already used,With the translator text api we can translate 2mio chars per month free. I cant find a way to see the amount of chars we have already used,product question,technical issue,0,neutral,positive,0,0.997,"[{""type"": ""MISC"", ""text"": ""translator text api""}]",[],local,,,,
reference_set1,197,BERT,Your better off with AVG(it is free) or something over norton,Your better off with AVG(it is free) or something over [REDACTED],complaint,product question,0,negative,negative,1,0.8108,"[{""type"": ""ORG"", ""text"": ""AVG""}, {""type"": ""ORG"", ""text"": ""norton""}]","[{""type"": ""ORG"", ""text"": ""A""}, {""type"": ""ORG"", ""text"": ""##G""}]",local,,,,
reference_set1,196,BERT,"@sainsburys Sorry about the confusion. So far £8,100 has been raised in Sainsbury's [LOCATION] with a couple more tubs to count. Such generous customers.","@sainsburys Sorry about the confusion. So far £8,100 has been raised in [REDACTED]'s [NAME] with a couple more tubs to count. Such generous customers.",praise and positive feedback,praise and positive feedback,1,positive,positive,1,0.9824,"[{""type"": ""ORG"", ""text"": ""Sainsbury""}, {""type"": ""LOC"", ""text"": ""Pontypridd""}]","[{""type"": ""ORG"", ""text"": ""Sainsbury""}, {""type"": ""LOC"", ""text"": ""Pontypridd""}]",local,,,,
reference_set1,195,BERT,i already follow you! i cannot send u direct message if u do not follow me,i already follow you! i cannot send u direct message if u do not follow me,technical issue,technical issue,1,negative,neutral,0,0.8651,[],[],local,,,,
reference_set1,194,BERT,Our latest update from the Retail team confirm it's [DATE] ^CB,Our latest update from the Retail team confirm it's [DATE] ^CB,product question,product question,1,neutral,neutral,1,0.9826,[],"[{""type"": ""ORG"", ""text"": ""Re""}]",local,,,,
reference_set1,193,BERT,Seriously @115888... why can you not keep your app in working order?,Seriously @[REDACTED]... why can you not keep your app in working order?,technical issue,complaint,0,negative,negative,1,0.9383,[],[],local,,,,
reference_set1,192,BERT,[URL],[URL],product question,praise and positive feedback,0,neutral,neutral,1,0.9911,[],[],local,,,,
reference_set1,191,BERT,"Hi, I've let them know about the delay here and I will get back in touch as soon as I hear from them, thanks for your patience./D","Hi, I've let them know about the delay here and I will get back in touch as soon as I hear from them, thanks for your patience./D",complaint,complaint,1,neutral,neutral,1,0.9928,[],[],local,,,,
reference_set1,190,BERT,Hi my mpesa is not able to receive or send money yet the line is registered kindly help,Hi my mpesa is not able to receive or send money yet the line is registered kindly help,technical issue,complaint,0,negative,neutral,0,0.9981,"[{""type"": ""MISC"", ""text"": ""mpesa""}]",[],local,,,,
reference_set1,189,BERT,...to increase your limit. For more information on Mshwari loan conditions view [URL] .^SB,[URL] increase your limit. For more information on [NAME] loan conditions view [REDACTED],billing and payments,account management,0,neutral,neutral,1,0.8527,"[{""type"": ""MISC"", ""text"": ""Mshwari""}]","[{""type"": ""LOC"", ""text"": ""Ms""}]",local,,,,
reference_set1,188,BERT,Still m facing issues with network not able to talk on phone.,Still m facing issues with network not able to talk on phone.,technical issue,technical issue,1,negative,negative,1,0.9824,[],[],local,,,,
reference_set1,187,BERT,"Been about a month already... didn't hear anything from you. Sadly, I still keep ordering from you. Should I expect anything soon?","Been [DATE] already... didn't hear anything from you. Sadly, I still keep ordering from you. Should I expect anything soon?",complaint,complaint,1,negative,neutral,0,0.9791,[],[],local,,,,
reference_set1,186,BERT,"@282582 1/2 Hi [NAME], we test the products so that the noise emitted follows health and safety standards. It shouldn't be getting louder.","@[REDACTED] 1/2 Hi [NAME], we test the products so that the noise emitted follows health and safety standards. It shouldn't be getting louder.",product question,complaint,0,neutral,positive,0,0.6153,"[{""type"": ""PER"", ""text"": ""Kate""}]","[{""type"": ""PER"", ""text"": ""Kate""}]",local,,,,
reference_set1,185,BERT,@SW_Help Can you confirm @sw_help?,@SW_Help Can you confirm @sw_help?,complaint,product question,0,neutral,neutral,1,0.9957,"[{""type"": ""ORG"", ""text"": ""SW_Help""}]",[],local,,,,
reference_set1,184,BERT,Is that second error occurring as soon as you go to the link you mentioned?  Or is it happening after you try to ... [URL] [URL],Is that second error occurring as soon as you go to the link you mentioned?  Or is it happening after you try to ... [URL],technical issue,complaint,0,neutral,negative,0,0.9893,[],[],local,,,,
reference_set1,183,BERT,We'd like to take a closer look at this. Please share your details here: [URL] I'll get in touch with you ^HD,We'd like to take a closer look at this. Please share your details here: [URL] I'll get in touch with you ^HD,complaint,product question,0,neutral,neutral,1,0.9973,[],[],local,,,,
reference_set1,182,BERT,Thanks for sharing! Such a great meal selection. Tweet us if you need us.  *AJZ,Thanks for sharing! Such a great meal selection. Tweet us if you need us.  *[REDACTED],praise and positive feedback,praise and positive feedback,1,positive,positive,1,0.9979,[],"[{""type"": ""ORG"", ""text"": ""AJ""}]",local,,,,
reference_set1,181,BERT,Does anyone have an installation disk for a HP Photosmart 2600xi All-in-One printer I lost mine and I'm missing a file called AIO_scan.msi.,Does anyone have an installation disk for a [REDACTED] 2600xi All-in-One printer I lost mine and I'm missing a file called AIO_[URL]i.,technical issue,product question,0,neutral,negative,0,0.7581,"[{""type"": ""ORG"", ""text"": ""HP""}, {""type"": ""MISC"", ""text"": ""Photosmart 2600xi""}]","[{""type"": ""MISC"", ""text"": ""HP Photosmart""}, {""type"": ""MISC"", ""text"": ""in""}, {""type"": ""MISC"", ""text"": ""One""}]",local,,,,
reference_set1,180,BERT,Hi what can we do to improve the coleslaw selection in [LOCATION]?!?,Hi what can we do to improve the coleslaw selection in [LOCATION]?!?,product question,product question,1,neutral,neutral,1,0.9963,"[{""type"": ""LOC"", ""text"": ""Ripley""}]","[{""type"": ""LOC"", ""text"": ""R""}, {""type"": ""LOC"", ""text"": ""##ipley""}]",local,,,,
reference_set1,179,BERT,We'd suggest deleting your tweet as it contains your private info. Can you send it via DM instead? /RI [URL],We'd suggest deleting your tweet as it contains your private info. Can you send it via DM instead? [NAME] [URL],account management,complaint,0,neutral,negative,0,0.8941,[],"[{""type"": ""MISC"", ""text"": ""D""}]",local,,,,
reference_set1,178,BERT,Supermarkets front loading sandwiches to look fuller than they are is such a cheap trick! @Tesco [URL],Supermarkets front loading sandwiches to look fuller than they are is such a cheap trick! [NAME],complaint,complaint,1,negative,positive,0,0.997,"[{""type"": ""ORG"", ""text"": ""Tesco""}]","[{""type"": ""ORG"", ""text"": ""Tesco""}]",local,,,,
reference_set1,177,BERT,"Check out [URL] for information on ride passes. If you have any questions, please let us know at [URL]","Check out [URL] for information on ride passes. If you have any questions, please let us know at [URL]",product question,product question,1,neutral,neutral,1,0.8112,[],[],local,,,,
reference_set1,176,BERT,"Hi [NAME], Can you please tell me by when I will get resolution? Is there any time line for customers get resolution?","Hi [NAME], Can you please tell me by when I will get resolution? Is there any time line for customers get resolution?",complaint,complaint,1,negative,neutral,0,0.9974,"[{""type"": ""PER"", ""text"": ""Pradnya""}]","[{""type"": ""PER"", ""text"": ""P""}, {""type"": ""PER"", ""text"": ""##rad""}, {""type"": ""PER"", ""text"": ""##nya""}]",local,,,,
reference_set1,175,BERT,@115830 76th day requesting any kind of response,@[REDACTED] [DATE] requesting any kind of response,complaint,complaint,1,negative,neutral,0,0.9923,[],[],local,,,,
reference_set1,174,BERT,❤️ it. Maybe one day you'll offer Kimpton scented candles as a mini bar offering.....😉,❤️ it. Maybe [DATE] you'll offer [NAME] scented candles as a mini bar offering.....😉,praise and positive feedback,praise and positive feedback,1,positive,neutral,0,0.9976,"[{""type"": ""ORG"", ""text"": ""Kimpton""}]","[{""type"": ""PER"", ""text"": ""Kim""}, {""type"": ""ORG"", ""text"": ""##pton""}]",local,,,,
reference_set1,173,BERT,"Hi [NAME], there's a 2.5% mark-up fee on foreign currency transactions made using your Canadian dollars BMO Mastercard. Thanks. ^MF","Hi Lizard, there's a 2.5% mark-up fee on foreign currency transactions made using your [ID] dollars [REDACTED]. Thanks. ^MF",billing and payments,complaint,0,neutral,neutral,1,0.993,"[{""type"": ""PER"", ""text"": ""Lizard""}, {""type"": ""MISC"", ""text"": ""Canadian""}, {""type"": ""MISC"", ""text"": ""BMO Mastercard""}]","[{""type"": ""MISC"", ""text"": ""Canadian""}, {""type"": ""ORG"", ""text"": ""B""}, {""type"": ""MISC"", ""text"": ""##MO Mastercard""}]",local,,,,
reference_set1,172,BERT,"[NAME], I am sending another status request to our Baggage team to see if there is an update on your file.  *HCA","[NAME], I am sending another status request to our Baggage team to see if there is an update on your file.  *HCA",delivery and shipping,product question,0,neutral,neutral,1,0.9947,"[{""type"": ""PER"", ""text"": ""Trey""}]","[{""type"": ""PER"", ""text"": ""Trey""}, {""type"": ""ORG"", ""text"": ""Baggage""}, {""type"": ""ORG"", ""text"": ""HC""}]",local,,,,
reference_set1,171,BERT,@115830 45th day requesting any kind of response,@[REDACTED] [DATE] requesting any kind of response,complaint,complaint,1,negative,neutral,0,0.993,[],[],local,,,,
reference_set1,170,BERT,Can you please DM us your Subscription ID? [URL]  ^AL,Can you please DM us your Subscription ID? [URL]  ^AL,account management,complaint,0,neutral,neutral,1,0.9806,[],"[{""type"": ""MISC"", ""text"": ""Sub""}]",local,,,,
reference_set1,169,BERT,@121548 HOW STUPID DO YOU HAVE TO BE TO WORK IN CUSTOMER SERVICE FOR @121548,@[REDACTED] HOW STUPID DO YOU HAVE TO BE TO WORK IN CUSTOMER SERVICE FOR @[REDACTED],complaint,complaint,1,negative,negative,1,0.9302,[],[],local,,,,
reference_set1,168,BERT,Hey there! Could you DM us your Gamertag as well as a screenshot of the latest email from the Enforcement Team? ^JS,Hey there! Could you DM us your [NAME] as well as a screenshot of the latest email from [REDACTED]? ^JS,account management,product question,0,neutral,neutral,1,0.9931,[],"[{""type"": ""MISC"", ""text"": ""##rta""}, {""type"": ""ORG"", ""text"": ""Enforcement Team""}]",local,,,,
reference_set1,167,BERT,"Never ever use this App! They cancel on you last minute, they don’t know where they are going, they earn a pittance and Uber pay very little tax. Nothing good.","Never ever use this App! They cancel on you [DATE], they don’t know where they are going, they earn a pittance and Uber pay very little tax. Nothing good.",complaint,cancellation,0,negative,negative,1,0.9946,"[{""type"": ""ORG"", ""text"": ""Uber""}]","[{""type"": ""ORG"", ""text"": ""Uber""}]",local,,,,
reference_set1,166,BERT,Would like to report a bug for Black Ops 2 on the Xbox 360! It's something modders can do and it can ruin people's accounts!,Would like to report a bug for Black Ops 2 on the Xbox 360! It's something modders can do and it can ruin people's accounts!,technical issue,product question,0,negative,negative,1,0.9918,"[{""type"": ""MISC"", ""text"": ""Black Ops 2""}, {""type"": ""MISC"", ""text"": ""Xbox 360""}]","[{""type"": ""MISC"", ""text"": ""Black Ops 2""}, {""type"": ""MISC"", ""text"": ""Xbox 360""}]",local,,,,
reference_set1,165,BERT,Hi [NAME]! Yes dinner will be served. *TMC,Hi [NAME]! Yes dinner will be served. *[REDACTED],product question,praise and positive feedback,0,neutral,neutral,1,0.9986,"[{""type"": ""PER"", ""text"": ""Michelle""}]","[{""type"": ""PER"", ""text"": ""Michelle""}]",local,,,,
reference_set1,164,BERT,hello do you have issues with the fibre Internet connection in [LOCATION] Area??,hello do you have issues with the fibre Internet connection in [NAME]??,technical issue,technical issue,1,neutral,neutral,1,0.8508,"[{""type"": ""LOC"", ""text"": ""Muthiga Kinoo""}]","[{""type"": ""MISC"", ""text"": ""Internet""}, {""type"": ""LOC"", ""text"": ""Mu""}, {""type"": ""LOC"", ""text"": ""##thiga Kinoo Area""}]",local,,,,
reference_set1,163,BERT,Is the drive accessible through the web interface? Has anything changed in your home network? Are you able to access the drive locally? Is it also accessible from a remote location? What type of adapter did you use to connect the drive to the computer?,Is the drive accessible through the web interface? Has anything changed in your home network? Are you able to access the drive locally? Is it also accessible from a remote location? What type of adapter did you use to connect the drive to the computer?,technical issue,technical issue,1,neutral,positive,0,0.9714,[],[],local,,,,
reference_set1,162,BERT,Spotify should be able to show you what songs were played at a  concert you go to and suggest them to you in the app.,[REDACTED] should be able to show you what songs were played at a  concert you go to and suggest them to you in the app.,product question,product question,1,neutral,neutral,1,0.6447,"[{""type"": ""ORG"", ""text"": ""Spotify""}]","[{""type"": ""ORG"", ""text"": ""Spot""}]",local,,,,
reference_set1,161,BERT,[NAME]. I'd number [ID].mpesa balance is 2100,[REDACTED]. I'd number [URL]esa balance is 2100,account management,complaint,0,neutral,neutral,1,0.9952,"[{""type"": ""PER"", ""text"": ""Dorcas jelagat chepkirich""}, {""type"": ""MISC"", ""text"": ""mpesa""}]",[],local,,,,
reference_set1,160,BERT,Policy [ID] Phone: [PHONE],Policy [REDACTED] Phone: [PHONE],account management,complaint,0,neutral,neutral,1,0.9944,[],[],local,,,,
reference_set1,159,BERT,@508850 answer me plz,@[REDACTED] answer me plz,complaint,complaint,1,negative,neutral,0,0.9914,[],[],local,,,,
reference_set1,158,BERT,"Your contact details are with us and we will get back to you soon. Rgds,[NAME]","Your contact details are with us and we will get back to you soon. [REDACTED],[LOCATION]",complaint,praise and positive feedback,0,neutral,positive,0,0.9851,"[{""type"": ""PER"", ""text"": ""Pradnya""}]","[{""type"": ""LOC"", ""text"": ""R""}, {""type"": ""LOC"", ""text"": ""P""}, {""type"": ""LOC"", ""text"": ""##rad""}]",local,,,,
reference_set1,157,BERT,@115830 336th day requesting any kind of response,@[REDACTED] 336th day requesting any kind of response,complaint,complaint,1,negative,neutral,0,0.9935,[],[],local,,,,
reference_set1,156,BERT,"We're extremely sorry to hear this, [NAME]. This certainly isn't the level of service you should expect when travelling with us. ^[NAME]","We're extremely sorry to hear this, [NAME]. This certainly isn't the level of service you should expect when travelling with us. ^Jamie",complaint,complaint,1,neutral,negative,0,0.9952,"[{""type"": ""PER"", ""text"": ""Rajaram""}, {""type"": ""PER"", ""text"": ""Jamie""}]","[{""type"": ""PER"", ""text"": ""Raja""}, {""type"": ""PER"", ""text"": ""Jamie""}]",local,,,,
reference_set1,155,BERT,Happy to hear you were able to check in. A1-A15 is reserved for those that purchase Business Select. Fingers crossed for next time. ^SJ,Happy to hear you were able to check in. [REDACTED]-[REDACTED] is reserved for those that purchase [REDACTED]. Fingers crossed for next time. ^SJ,product question,praise and positive feedback,0,positive,neutral,0,0.9986,"[{""type"": ""MISC"", ""text"": ""Business Select""}]","[{""type"": ""ORG"", ""text"": ""Business Select""}]",local,,,,
reference_set1,154,BERT,checking,checking,complaint,product question,0,neutral,neutral,1,0.9944,[],[],local,,,,
reference_set1,153,BERT,What happened? Pls tell me and I'll look into your concern (no acct #). Thanks. ^RP [URL],What happened? Pls tell me and I'll look into your concern (no acct #). Thanks. ^RP [URL],complaint,complaint,1,neutral,neutral,1,0.9979,[],"[{""type"": ""ORG"", ""text"": ""P""}]",local,,,,
reference_set1,152,BERT,Bring my fucking bill down or I'm leaving,Bring my fucking bill down or I'm leaving,billing and payments,complaint,0,negative,neutral,0,0.982,[],[],local,,,,
reference_set1,151,BERT,this is belated AND they refused to fix the glass on my phone &amp; sent me to a mall kiosk after 7 years of business.,this is belated AND they refused to fix the glass on my phone &amp; sent me to a mall kiosk after [DATE] of business.,complaint,technical issue,0,negative,negative,1,0.9939,[],[],local,,,,
reference_set1,150,BERT,"Hello customer care representative I have a situation. I borrowed data at [DATE],got a text that it failed but I had a deficit.","Hello customer care representative I have a situation. I borrowed data at 4:41am,got a text that it failed but I had a deficit.",billing and payments,complaint,0,negative,neutral,0,0.7256,[],[],local,,,,
reference_set1,149,BERT,Hi! Thank you so much for contacting us. We'd love to help. The iPhone 6s has a cost of: $429.99. Hope this helped. ^PP.,Hi! Thank you so much for contacting us. We'd love to help. The iPhone 6s has a cost of: $429.99. Hope this helped. ^PP.,product question,praise and positive feedback,0,neutral,neutral,1,0.9955,"[{""type"": ""MISC"", ""text"": ""iPhone 6s""}]","[{""type"": ""MISC"", ""text"": ""iPhone 6""}]",local,,,,
reference_set1,148,BERT,Where are my Apps located in @118721 12.7? #Windows #iPhone,Where are my Apps located in @[REDACTED] 12.7? #Windows #iPhone,product question,product question,1,neutral,neutral,1,0.9294,"[{""type"": ""MISC"", ""text"": ""Windows""}, {""type"": ""MISC"", ""text"": ""iPhone""}]","[{""type"": ""MISC"", ""text"": ""Windows""}, {""type"": ""MISC"", ""text"": ""iPhone""}]",local,,,,
reference_set1,147,BERT,"...option is still missing, a screenshot would be very helpful, and we'll take it from there. Thanks in advance! 2/2","...option is still missing, a screenshot would be very helpful, and we'll take it from there. Thanks in advance! 2/2",technical issue,complaint,0,neutral,neutral,1,0.9984,[],[],local,,,,
reference_set1,146,BERT,@232071 Can you please give us an update on shorting?,@[REDACTED] Can you please give us an update on shorting?,product question,product question,1,neutral,negative,0,0.8562,[],[],local,,,,
reference_set1,145,BERT,That's odd! Have you run an Internet Connection Test to see if your speeds are sufficient? What were your results?,That's odd! Have you run an Internet Connection Test to see if your speeds are sufficient? What were your results?,technical issue,complaint,0,neutral,neutral,1,0.9984,"[{""type"": ""MISC"", ""text"": ""Internet Connection Test""}]","[{""type"": ""MISC"", ""text"": ""Internet Connection Test""}]",local,,,,
reference_set1,144,BERT,@291939 I kept getting the same error code over n over.. this is frustrating. The new update sucks. Wanna cancel service,@[REDACTED] I kept getting the same error code over n over.. this is frustrating. The new update sucks. Wanna cancel service,technical issue,complaint,0,negative,negative,1,0.9956,[],[],local,,,,
